site,transect,team,spcode,start,stop,dist
C2,8,MS,AGALEC,4.1,6.13,2.03
C2,8,MS,BG,6.13,7.09,0.96
C2,8,MS,LEUCAN,7.09,7.83,0.74
C2,8,MS,AGALEC,7.3,8.9,1.6
C2,8,MS,BG,8.9,9.25,0.35
C2,8,MS,JATDIO,9.25,10.2,0.95
C2,8,MS,AGALEC,9.4,10.05,0.65
C2,8,MS,HERB,10.03,14.1,4.07
C2,8,MS,JATDIO,13.1,13.81,0.71
C2,8,MS,AGALEC,13.85,14.05,0.2
C2,8,MS,HERB,14.05,14.5,0.45
C2,8,MS,BG,14.5,14.8,0.3
C2,8,MS,AGALEC,14.8,14.96,0.16
C2,8,MS,JATDIO,15.1,15.45,0.35
C2,8,MS,HERB,15.45,16.03,0.58
C2,8,MS,AGALEC,16.03,17.78,1.75
C2,8,MS,HERB,17.78,23.76,5.98
C2,8,MS,AGALEC,23.76,24.6,0.84
C2,8,MS,BG,24.6,25.24,0.64
C2,8,MS,JATDIO,25.24,26.17,0.93
C2,8,MS,HERB,26.17,27.95,1.78
C2,8,MS,OPUAZU,27.95,28.4,0.45
C2,8,MS,HERB,28.4,29.35,0.95
C2,8,MS,OPUAZU,29.35,29.61,0.26
C2,8,MS,HERB,29.61,32.15,2.54
C2,8,MS,AGALEC,31.05,32.55,1.5
C2,8,MS,GUAANG,32.02,34.82,2.8
C2,8,MS,JATDIO,32.85,34.44,1.59
C2,8,MS,BG,34.82,35.5,0.68
C2,8,MS,AGALEC,35.5,36.08,0.58
C2,8,MS,BG,36.08,36.91,0.83
C2,8,MS,AGALEC,36.91,37.3,0.39
C2,8,MS,JATDIO,37.32,38.4,1.08
C2,8,MS,AGALEC,37.95,39.3,1.35
C2,8,MS,HERB,39.3,40.5,1.2
C2,8,MS,AGALEC,40.5,41.1,0.6
C2,8,MS,BG,41.1,41.76,0.66
C2,8,MS,AGALEC,41.76,42.07,0.31
C2,8,MS,HERB,42.07,45.51,3.44
C2,8,MS,JATDIO,45.51,47.9,2.39
C2,8,MS,AGALEC,47.9,48.25,0.35
C2,8,MS,GUAANG,48.25,49.3,1.05
C2,8,MS,AGALEC,49.3,50,0.7
C2,9,DR,HERB,0,0.9,0.9
C2,9,DR,JATDIO,0.85,1,0.15
C2,9,DR,AGALEC,1,1.45,0.45
C2,9,DR,BG,1.85,2.4,0.55
C2,9,DR,JATDIO,1.7,1.75,0.05
C2,9,DR,JATDIO,2.4,4,1.6
C2,9,DR,AGALEC,2.5,2.8,0.3
C2,9,DR,HERB,2.8,4,1.2
C2,9,DR,BG,4,5.2,1.2
C2,9,DR,AGALEC,5.2,6.5,1.3
C2,9,DR,HERB,6.5,7.1,0.6
C2,9,DR,JATDIO,6.8,7,0.2
C2,9,DR,BG,7.1,7.4,0.3
C2,9,DR,AGALEC,7.4,7.6,0.2
C2,9,DR,BG,7.6,8,0.4
C2,9,DR,JATDIO,8,8.7,0.7
C2,9,DR,HERB,8.3,9.2,0.9
C2,9,DR,BG,9.2,12.4,3.2
C2,9,DR,OPULEP,10.2,10.3,0.1
C2,9,DR,HERB,12.4,12.7,0.3
C2,9,DR,BG,12.7,13.1,0.4
C2,9,DR,JATDIO,13.1,14.6,1.5
C2,9,DR,HERB,13.8,14.6,0.8
C2,9,DR,BG,14.6,15.6,1
C2,9,DR,HERB,15.6,16.7,1.1
C2,9,DR,PROGLA,15.3,17.6,2.3
C2,9,DR,OPUAZU,17.3,17.5,0.2
C2,9,DR,BG,17.5,19.1,1.6
C2,9,DR,AGALEC,19.1,19.3,0.2
C2,9,DR,BG,19.3,19.9,0.6
C2,9,DR,AGALEC,19.9,20.4,0.5
C2,9,DR,HERB,20.4,27.35,6.95
C2,9,DR,astirr,27.35,27.85,0.5
C2,9,DR,BG,27.85,29.6,1.75
C2,9,DR,HERB,29.6,30,0.4
C2,9,DR,JATDIO,29.7,31.5,1.8
C2,9,DR,OPULEP,30.5,30.6,0.1
C2,9,DR,GUAANG,30.5,30.95,0.45
C2,9,DR,BG,31.5,32.5,1
C2,9,DR,HERB,32.5,38.9,6.4
C2,9,DR,JATDIO,34.05,34.35,0.3
C2,9,DR,BG,38.9,39.3,0.4
C2,9,DR,AGALEC,39.3,39.6,0.3
C2,9,DR,HERB,39.6,42.6,3
C2,9,DR,AGALEC,41.5,41.7,0.2
C2,9,DR,AGALEC,42.4,42.5,0.1
C2,9,DR,BG,42.6,43.25,0.65
C2,9,DR,HERB,43.25,44.35,1.1
C2,9,DR,BG,43.35,45.1,1.75
C2,9,DR,AGALEC,45.1,45.3,0.2
C2,9,DR,HERB,45.3,45.4,0.1
C2,9,DR,AGALEC,45.7,45.8,0.1
C2,9,DR,BG,45.4,46.8,1.4
C2,9,DR,AGALEC,46.8,47.1,0.3
C2,9,DR,JATDIO,47.05,48.3,1.25
C2,9,DR,HERB,48.2,48.6,0.4
C2,9,DR,BG,48.6,50,1.4
C2,10,DR,HERB,0,5.3,5.3
C2,10,DR,AGALEC,5.3,5.6,0.3
C2,10,DR,PROGLA,5.35,5.4,0.05
C2,10,DR,HERB,5.4,7.5,2.1
C2,10,DR,JATDIO,7.5,8.9,1.4
C2,10,DR,HERB,8.7,12.2,3.5
C2,10,DR,BG,12.2,13.3,1.1
C2,10,DR,JATDIO,13.3,14,0.7
C2,10,DR,PROGLA,14.2,15.5,1.3
C2,10,DR,JATDIO,15.7,16.7,1
C2,10,DR,BG,16.7,22.7,6
C2,10,DR,GUAANG,22.7,22.75,0.05
C2,10,DR,BG,22.75,23.1,0.35
C2,10,DR,astspo,23.1,24.1,1
C2,10,DR,BG,24.1,24.3,0.2
C2,10,DR,AGALEC,24.3,24.6,0.3
C2,10,DR,JATDIO,24.7,25.3,0.6
C2,10,DR,HERB,25.3,28.8,3.5
C2,10,DR,AGALEC,28.8,29,0.2
C2,10,DR,JATDIO,28.9,29.05,0.15
C2,10,DR,GUAANG,28.9,29.5,0.6
C2,10,DR,HERB,29.5,30.9,1.4
C2,10,DR,AGALEC,30.9,32.9,2
C2,10,DR,HERB,32.1,32.6,0.5
C2,10,DR,BG,32.6,33.2,0.6
C2,10,DR,HERB,33.2,34,0.8
C2,10,DR,OPUGRA,34,34.2,0.2
C2,10,DR,BG,34.2,34.8,0.6
C2,10,DR,AGALEC,34.8,35,0.2
C2,10,DR,HERB,35,36.6,1.6
C2,10,DR,LARTRI,36.6,38.2,1.6
C2,10,DR,AGALEC,36.9,37.4,0.5
C2,10,DR,HERB,37.8,38.8,1
C2,10,DR,GUAANG,38.2,38.6,0.4
C2,10,DR,AGALEC,38.8,40.3,1.5
C2,10,DR,JATDIO,39.3,39.85,0.55
C2,10,DR,HERB,40.3,41,0.7
C2,10,DR,BG,41,42.7,1.7
C2,10,DR,HERB,42.7,44,1.3
C2,10,DR,thigra,43,43.6,0.6
C2,10,DR,BG,44,44.9,0.9
C2,10,DR,AGALEC,44.9,45.1,0.2
C2,10,DR,BG,45.1,45.6,0.5
C2,10,DR,JATDIO,45.5,45.55,0.05
C2,10,DR,AGALEC,45.6,45.95,0.35
C2,10,DR,BG,45.95,48.05,2.1
C2,10,DR,HERB,48.05,48.5,0.45
C2,10,DR,PROGLA,48.45,50,1.55
C2,10,DR,AGALEC,49,49.3,0.3
C3,1,AW,BG,0,2.1,2.1
C3,1,AW,HERB,2.1,2.3,0.2
C3,1,AW,BG,2.3,5.2,2.9
C3,1,AW,AGALEC,5.2,5.6,0.4
C3,1,AW,astirr,5.6,6.1,0.5
C3,1,AW,BG,6.1,7,0.9
C3,1,AW,astirr,7,7.4,0.4
C3,1,AW,BG,7.4,9,1.6
C3,1,AW,astirr,9,9.3,0.3
C3,1,AW,BG,9.3,10.2,0.9
C3,1,AW,AGALEC,10.2,10.5,0.3
C3,1,AW,BG,10.5,11.3,0.8
C3,1,AW,astirr,11.3,11.9,0.6
C3,1,AW,BG,11.9,12.5,0.6
C3,1,AW,HERB,12.5,12.6,0.1
C3,1,AW,BG,12.6,16,3.4
C3,1,AW,astirr,16,16.9,0.9
C3,1,AW,AGALEC,16,16.2,0.2
C3,1,AW,BG,16.9,17.4,0.5
C3,1,AW,ACAGRE,17.4,18.6,1.2
C3,1,AW,BG,18.6,19.8,1.2
C3,1,AW,HERB,19.8,19.9,0.1
C3,1,AW,BG,19.9,23.5,3.6
C3,1,AW,HERB,23.5,24.2,0.7
C3,1,AW,BG,24.2,24.8,0.6
C3,1,AW,HERB,24.8,25,0.2
C3,1,AW,BG,25,25.9,0.9
C3,1,AW,HERB,25.9,26,0.1
C3,1,AW,BG,26,28.5,2.5
C3,1,AW,HERB,28.5,29,0.5
C3,1,AW,BG,29,29.6,0.6
C3,1,AW,HERB,29.6,30.1,0.5
C3,1,AW,BG,30.1,32,1.9
C3,1,AW,HERB,32,32.5,0.5
C3,1,AW,BG,32.5,33.2,0.7
C3,1,AW,HERB,33.2,34.2,1
C3,1,AW,ACAGRE,33.7,34,0.3
C3,1,AW,BG,34.2,35,0.8
C3,1,AW,OPUDUL,35,35.1,0.1
C3,1,AW,BG,35.1,37,1.9
C3,1,AW,astirr,37,37.8,0.8
C3,1,AW,AGALEC,37.8,38.2,0.4
C3,1,AW,BG,38.2,38.3,0.1
C3,1,AW,HERB,38.3,38.5,0.2
C3,1,AW,BG,38.5,39.6,1.1
C3,1,AW,astirr,39.6,40.3,0.7
C3,1,AW,BG,40.3,42.7,2.4
C3,1,AW,astirr,42.7,43.4,0.7
C3,1,AW,AGALEC,43.1,43.3,0.2
C3,1,AW,BG,43.3,43.9,0.6
C3,1,AW,AGALEC,43.9,44.4,0.5
C3,1,AW,BG,44.4,47.3,2.9
C3,1,AW,AGALEC,47.3,47.5,0.2
C3,1,AW,BG,47.5,49.6,2.1
C3,1,AW,HERB,49.6,49.9,0.3
C3,1,AW,BG,49.9,50,0.1
C3,2,AW,BG,0,1.3,1.3
C3,2,AW,HERB,1.3,1.45,0.15
C3,2,AW,BG,1.45,14.6,13.15
C3,2,AW,cremim,14.6,16.18,1.58
C3,2,AW,BG,16,23.8,7.8
C3,2,AW,LARTRI,18.9,19.8,0.9
C3,2,AW,LARTRI,23.8,24.4,0.6
C3,2,AW,BG,19.8,23.8,4
C3,2,AW,BG,24.4,27.1,2.7
C3,2,AW,LARTRI,27.1,28,0.9
C3,2,AW,BG,28,34,6
C3,2,AW,LARTRI,34,34.4,0.4
C3,2,AW,BG,34.4,36.4,2
C3,2,AW,LARTRI,36.4,37.9,1.5
C3,2,AW,BG,37.9,39.3,1.4
C3,2,AW,LARTRI,39.3,41.5,2.2
C3,2,AW,BG,41.5,44.95,3.45
C3,2,AW,ECHDAS,44.95,45.2,0.25
C3,2,AW,BG,45.2,46.3,1.1
C3,2,AW,LARTRI,46.3,47.75,1.45
C3,2,AW,BG,47.75,50,2.25
C3,3,AW,BG,0,1.05,1.05
C3,3,AW,HERB,1.05,1.15,0.1
C3,3,AW,BG,1.15,2.6,1.45
C3,3,AW,LARTRI,2.6,2.7,0.1
C3,3,AW,BG,2.7,15.7,13
C3,3,AW,LARTRI,15.7,15.8,0.1
C3,3,AW,BG,15.8,16.1,0.3
C3,3,AW,HERB,16.1,16.25,0.15
C3,3,AW,BG,16.25,16.9,0.65
C3,3,AW,HERB,16.9,17.1,0.2
C3,3,AW,BG,17.1,18.4,1.3
C3,3,AW,LARTRI,18.4,19.1,0.7
C3,3,AW,BG,19.1,23.1,4
C3,3,AW,HERB,23.1,23.2,0.1
C3,3,AW,BG,23.2,23.9,0.7
C3,3,AW,HERB,23.9,24.1,0.2
C3,3,AW,BG,24.1,26,1.9
C3,3,AW,HERB,26,26.2,0.2
C3,3,AW,BG,26.2,29.4,3.2
C3,3,AW,LARTRI,29.4,29.9,0.5
C3,3,AW,BG,29.9,37,7.1
C3,3,AW,LARTRI,37,37.9,0.9
C3,3,AW,BG,37.9,40,2.1
C3,3,AW,LARTRI,40,40.3,0.3
C3,3,AW,BG,40.3,50,9.7
C3,4,AW,BG,0,4,4
C3,4,AW,LARTRI,4,4.4,0.4
C3,4,AW,BG,4.4,9.6,5.2
C3,4,AW,LARTRI,9.6,10,0.4
C3,4,AW,BG,10,10.6,0.6
C3,4,AW,thigra,10.6,10.8,0.2
C3,4,AW,BG,10.8,11.2,0.4
C3,4,AW,thigra,11.2,11.7,0.5
C3,4,AW,BG,11.7,13.1,1.4
C3,4,AW,HERB,13.1,13.2,0.1
C3,4,AW,BG,13.2,14.4,1.2
C3,4,AW,thigra,14.4,15.7,1.3
C3,4,AW,BG,15.7,23,7.3
C3,4,AW,thigra,23,23.6,0.6
C3,4,AW,BG,23.6,28.1,4.5
C3,4,AW,HERB,28.1,28.2,0.1
C3,4,AW,BG,28.2,29.9,1.7
C3,4,AW,thigra,29.9,30.1,0.2
C3,4,AW,BG,30.1,32.1,2
C3,4,AW,HERB,32.1,32.2,0.1
C3,4,AW,BG,32.2,33.6,1.4
C3,4,AW,HERB,33.6,33.7,0.1
C3,4,AW,BG,33.7,50,16.3
C3,5,HC,thigra,0,0.95,0.95
C3,5,HC,BG,1,4.8,3.8
C3,5,HC,LARTRI,4.8,5.75,0.95
C3,5,HC,BG,5.8,7.55,1.75
C3,5,HC,LARTRI,7.6,8.9,1.3
C3,5,HC,BG,8.9,10.8,1.9
C3,5,HC,HERB,10.8,12,1.2
C3,5,HC,LARTRI,12,14.95,2.95
C3,5,HC,HERB,15,16.05,1.05
C3,5,HC,BG,16.05,16.95,0.9
C3,5,HC,LARTRI,17.1,18.7,1.6
C3,5,HC,ACAGRE,18.5,19.6,1.1
C3,5,HC,HERB,19.6,20.5,0.9
C3,5,HC,BG,20.6,21.9,1.3
C3,5,HC,LARTRI,21.9,24.2,2.3
C3,5,HC,BG,24.25,27.3,3.05
C3,5,HC,LARTRI,27.35,29.2,1.85
C3,5,HC,BG,29.2,35.1,5.9
C3,5,HC,LARTRI,35.15,36.4,1.25
C3,5,HC,BG,36.45,37.3,0.85
C3,5,HC,LARTRI,37.3,37.85,0.55
C3,5,HC,BG,37.9,39.4,1.5
C3,5,HC,LARTRI,39.45,40.7,1.25
C3,5,HC,BG,40.75,50,9.25
C3,6,HC,OPUAZU,0,2,2
C3,6,HC,FOUSPL,0.4,1.5,1.1
C3,6,HC,BG,2,5,3
C3,6,HC,LARTRI,5.05,6.1,1.05
C3,6,HC,BG,6.15,8.05,1.9
C3,6,HC,FOUSPL,8.6,10.1,1.5
C3,6,HC,BG,10.15,10.9,0.75
C3,6,HC,HERB,10.95,13.8,2.85
C3,6,HC,BG,13.85,19.2,5.35
C3,6,HC,LARTRI,19.25,20.2,0.95
C3,6,HC,BG,20.25,20.95,0.7
C3,6,HC,LARTRI,21,22.05,1.05
C3,6,HC,thigra,21.2,22.5,1.3
C3,6,HC,BG,22.55,36.05,13.5
C3,6,HC,thigra,36.1,37,0.9
C3,6,HC,BG,37.1,50,12.9
C3,7,HC,FOUSPL,0,0.4,0.4
C3,7,HC,BG,0.45,7.2,6.75
C3,7,HC,FOUSPL,7.2,7.95,0.75
C3,7,HC,BG,7.95,10.1,2.15
C3,7,HC,thigra,10.15,10.65,0.5
C3,7,HC,OPUAZU,10.65,11.6,0.95
C3,7,HC,BG,11.65,14,2.35
C3,7,HC,PROGLA,14,14.9,0.9
C3,7,HC,BG,14.95,16.5,1.55
C3,7,HC,LARTRI,16.6,18.5,1.9
C3,7,HC,BG,18.6,22.55,3.95
C3,7,HC,ACASCH,22.6,24.2,1.6
C3,7,HC,BG,24.25,24.5,0.25
C3,7,HC,thigra,24.5,25.85,1.35
C3,7,HC,BG,25.9,29.65,3.75
C3,7,HC,LARTRI,29.7,31.95,2.25
C3,7,HC,SALMEX,31.6,32.45,0.85
C3,7,HC,BG,32.5,32.85,0.35
C3,7,HC,thigra,32.85,33.7,0.85
C3,7,HC,BG,33.7,34.3,0.6
C3,7,HC,LARTRI,34.3,35.7,1.4
C3,7,HC,BG,35.7,37,1.3
C3,7,HC,LARTRI,37.05,38.4,1.35
C3,7,HC,BG,38.45,45.2,6.75
C3,7,HC,thigra,45.25,45.5,0.25
C3,7,HC,BG,45.55,46.15,0.6
C3,7,HC,HERB,46.2,47.8,1.6
C3,7,HC,BG,47.8,49.25,1.45
C3,7,HC,LARTRI,49.25,50,0.75
C3,8,MS,BG,0,4.8,4.8
C3,8,MS,LARTRI,4.8,5.43,0.63
C3,8,MS,BG,5.43,9.4,3.97
C3,8,MS,HERB,9.4,9.85,0.45
C3,8,MS,BG,9.85,18.7,8.85
C3,8,MS,HERB,18.7,18.75,0.05
C3,8,MS,BG,18.75,22.5,3.75
C3,8,MS,HERB,22.5,23.1,0.6
C3,8,MS,BG,23.1,24,0.9
C3,8,MS,HERB,24,26.3,2.3
C3,8,MS,thigra,26.2,26.81,0.61
C3,8,MS,BG,26.15,30,3.85
C3,8,MS,LARTRI,30,30.64,0.64
C3,8,MS,BG,30.64,31.8,1.16
C3,8,MS,LARTRI,31.8,32.05,0.25
C3,8,MS,BG,32.1,35.05,2.95
C3,8,MS,thigra,35.05,35.9,0.85
C3,8,MS,HERB,35,35.99,0.99
C3,8,MS,BG,35.99,38.45,2.46
C3,8,MS,HERB,38.45,39.2,0.75
C3,8,MS,BG,39.2,41.88,2.68
C3,8,MS,LARTRI,41.88,43.7,1.82
C3,8,MS,BG,43.7,47.8,4.1
C3,8,MS,LARTRI,47.8,49.12,1.32
C3,8,MS,BG,49.12,50,0.88
C3,9,MS,BG,0,3.81,3.81
C3,9,MS,HERB,3.81,4,0.19
C3,9,MS,thigra,4,4.55,0.55
C3,9,MS,BG,4.55,6.1,1.55
C3,9,MS,thigra,6.1,6.69,0.59
C3,9,MS,BG,6.69,7.4,0.71
C3,9,MS,thigra,7.4,9.1,1.7
C3,9,MS,HERB,7.65,7.9,0.25
C3,9,MS,HERB,8.1,9.55,1.45
C3,9,MS,BG,9.1,12.7,3.6
C3,9,MS,LARTRI,12.7,12.95,0.25
C3,9,MS,HERB,13.2,13.6,0.4
C3,9,MS,HERB,13.65,13.8,0.15
C3,9,MS,BG,13.8,27.58,13.78
C3,9,MS,LARTRI,27.85,28.1,0.25
C3,9,MS,BG,28.1,29.35,1.25
C3,9,MS,thigra,29.35,29.88,0.53
C3,9,MS,BG,29.88,33.39,3.51
C3,9,MS,LARTRI,33.39,33.93,0.54
C3,9,MS,BG,33.93,39.1,5.17
C3,9,MS,JATDIO,39.1,40.13,1.03
C3,9,MS,BG,40.13,50,9.87
C3,10,MS,BG,0,5.5,5.5
C3,10,MS,LARTRI,5.5,5.8,0.3
C3,10,MS,BG,5.8,12.61,6.81
C3,10,MS,LARTRI,12.61,12.72,0.11
C3,10,MS,BG,12.72,13.3,0.58
C3,10,MS,ACASCH,13.3,14.27,0.97
C3,10,MS,BG,14.27,21.4,7.13
C3,10,MS,FOUSPL,21.4,22.29,0.89
C3,10,MS,BG,22.29,23.2,0.91
C3,10,MS,thigra,23.2,23.9,0.7
C3,10,MS,BG,23.9,27.6,3.7
C3,10,MS,LARTRI,27.6,28.35,0.75
C3,10,MS,BG,28.35,28.8,0.45
C3,10,MS,thigra,28.8,29.4,0.6
C3,10,MS,BG,29.4,37.33,7.93
C3,10,MS,thigra,37.33,38.25,0.92
C3,10,MS,BG,38.25,39.09,0.84
C3,10,MS,thigra,39.09,39.2,0.11
C3,10,MS,OPUAZU,39.6,40.83,1.23
C3,10,MS,BG,40.83,44.4,3.57
C3,10,MS,OPUAZU,44.4,45.25,0.85
C3,10,MS,BG,45.25,50,4.75
C3,11,DR,BG,0,0.85,0.85
C3,11,DR,thigra,0.85,1.6,0.75
C3,11,DR,BG,1.6,1.9,0.3
C3,11,DR,HERB,1.9,2.15,0.25
C3,11,DR,BG,2.15,3.6,1.45
C3,11,DR,thigra,3.6,4.45,0.85
C3,11,DR,BG,4.45,5.5,1.05
C3,11,DR,LARTRI,5.5,6.35,0.85
C3,11,DR,BG,6.35,7.4,1.05
C3,11,DR,thigra,7.4,9,1.6
C3,11,DR,BG,9,18.7,9.7
C3,11,DR,HERB,18.7,22,3.3
C3,11,DR,LARTRI,19.75,20.15,0.4
C3,11,DR,BG,22,23.05,1.05
C3,11,DR,LARTRI,23.05,24.2,1.15
C3,11,DR,BG,24.2,25.4,1.2
C3,11,DR,LARTRI,25.4,26.4,1
C3,11,DR,BG,26.4,27.55,1.15
C3,11,DR,thigra,27.55,28.3,0.75
C3,11,DR,BG,28.3,29.2,0.9
C3,11,DR,LARTRI,29.2,30.4,1.2
C3,11,DR,BG,30.4,31.8,1.4
C3,11,DR,FOUSPL,31.45,32.7,1.25
C3,11,DR,LARTRI,32.3,33.65,1.35
C3,11,DR,BG,33.4,36.9,3.5
C3,11,DR,HERB,36.9,37.5,0.6
C3,11,DR,BG,37.5,40,2.5
C3,11,DR,LARTRI,40,41.1,1.1
C3,11,DR,BG,41.1,44.9,3.8
C3,11,DR,LARTRI,43.65,43.9,0.25
C3,11,DR,thigra,43.9,45.85,1.95
C3,11,DR,BG,45.85,50,4.15
C3,11,DR,BG,0,1.9,1.9
C3,11,DR,thigra,1.9,2.45,0.55
C3,11,DR,LARTRI,2.8,3.2,0.4
C3,11,DR,BG,3.2,6.65,3.45
C3,11,DR,HERB,6.65,7.1,0.45
C3,11,DR,BG,7.1,8.9,1.8
C3,12,DR,HERB,8.9,9.75,0.85
C3,12,DR,LARTRI,9.7,10,0.3
C3,12,DR,BG,10,10.35,0.35
C3,12,DR,thigra,10.35,10.65,0.3
C3,12,DR,BG,10.65,12.05,1.4
C3,12,DR,LARTRI,12.05,12.45,0.4
C3,12,DR,BG,12.85,18.65,5.8
C3,12,DR,HERB,18.65,19.1,0.45
C3,12,DR,LARTRI,18.7,20,1.3
C3,12,DR,BG,20,24.7,4.7
C3,12,DR,thigra,24.7,25.4,0.7
C3,12,DR,HERB,25,25.8,0.8
C3,12,DR,BG,25.8,40.95,15.15
C3,12,DR,LARTRI,38.9,39.65,0.75
C3,12,DR,HERB,40.95,41.2,0.25
C3,12,DR,LARTRI,41.2,42.05,0.85
C3,12,DR,BG,42.05,44.9,2.85
C3,12,DR,HERB,44.9,45.1,0.2
C3,12,DR,BG,45.1,50,4.9
PT1,1,AW,RHUVIR,0.7,0.71,0.01
PT1,1,AW,BG,0,3.2,3.2
PT1,1,AW,RHUTRI,1,2,1
PT1,1,AW,JUNFLA,1.1,5.4,4.3
PT1,1,AW,HERB,3.2,3.4,0.2
PT1,1,AW,BG,3.4,3.8,0.4
PT1,1,AW,HERB,3.8,3.95,0.15
PT1,1,AW,PINCEM,5,6.7,1.7
PT1,1,AW,BG,3.9,6,2.1
PT1,1,AW,BG,6.05,7.15,1.1
PT1,1,AW,HERB,6,6.05,0.05
PT1,1,AW,JUNCOA,6.4,6.9,0.5
PT1,1,AW,HERB,7.15,7.4,0.25
PT1,1,AW,BG,7.4,10.6,3.2
PT1,1,AW,HERB,10.6,10.9,0.3
PT1,1,AW,BG,10.9,12.27,1.37
PT1,1,AW,HERB,12.27,13,0.73
PT1,1,AW,PINCEM,12.7,13.1,0.4
PT1,1,AW,BG,13,13.2,0.2
PT1,1,AW,HERB,13.2,13.75,0.55
PT1,1,AW,BG,13.75,14.1,0.35
PT1,1,AW,HERB,14.1,14.25,0.15
PT1,1,AW,BG,14.25,14.45,0.2
PT1,1,AW,HERB,14.45,14.7,0.25
PT1,1,AW,BG,14.7,15.9,1.2
PT1,1,AW,HERB,15.9,16.15,0.25
PT1,1,AW,BG,16.15,18.25,2.1
PT1,1,AW,HERB,18.25,22.8,4.55
PT1,1,AW,JUNDEP,18.8,25,6.2
PT1,1,AW,BG,22.8,27.1,4.3
PT1,1,AW,JUNCOA,25,26.75,1.75
PT1,1,AW,HERB,27.1,28.6,1.5
PT1,1,AW,HERB,29.1,30,0.9
PT1,1,AW,BG,28.6,29.1,0.5
PT1,1,AW,OPUCHI,30.05,30.07,0.02
PT1,1,AW,BG,30.07,30.4,0.33
PT1,1,AW,HERB,30.4,31.25,0.85
PT1,1,AW,JUNDEP,31.4,34.2,2.8
PT1,1,AW,BG,31.25,34,2.75
PT1,1,AW,HERB,34,37.8,3.8
PT1,1,AW,BG,37.8,38.4,0.6
PT1,1,AW,HERB,38.9,39,0.1
PT1,1,AW,BG,39,39.4,0.4
PT1,1,AW,BG,39.7,39.8,0.1
PT1,1,AW,HERB,39.8,40.1,0.3
PT1,1,AW,BG,40.1,41.1,1
PT1,1,AW,RHUVIR,41.1,41.3,0.2
PT1,1,AW,BG,41.3,42,0.7
PT1,1,AW,HERB,42,43.85,1.85
PT1,1,AW,OPUCHI,43.85,44.5,0.65
PT1,1,AW,BG,44.5,44.6,0.1
PT1,1,AW,HERB,44.6,44.7,0.1
PT1,1,AW,BG,44.7,46.4,1.7
PT1,1,AW,HERB,46.4,46.6,0.2
PT1,1,AW,BG,46.6,48,1.4
PT1,1,AW,HERB,48,48.3,0.3
PT1,1,AW,BG,48.3,48.9,0.6
PT1,1,AW,HERB,48.9,49.05,0.15
PT1,1,AW,BG,49.05,50,0.95
PT1,1,AW,JUNDEP,48.9,50,1.1
PT1,2,AW,BG,0.1,1,0.9
PT1,2,AW,HERB,0,0.1,0.1
PT1,2,AW,HERB,1,2,1
PT1,2,AW,JUNDEP,2.2,2.25,0.05
PT1,2,AW,BG,2.25,2.5,0.25
PT1,2,AW,HERB,2.5,2.6,0.1
PT1,2,AW,BG,2.6,3.3,0.7
PT1,2,AW,HERB,3.3,3.5,0.2
PT1,2,AW,BG,3.5,5,1.5
PT1,2,AW,PINCEM,3.9,11,7.1
PT1,2,AW,HERB,5,5.3,0.3
PT1,2,AW,BG,5.3,9,3.7
PT1,2,AW,HERB,9,9.2,0.2
PT1,2,AW,BG,9.2,9.9,0.7
PT1,2,AW,NOLERU,9.9,11.6,1.7
PT1,2,AW,RHUTRI,10.9,12,1.1
PT1,2,AW,BG,12,12.9,0.9
PT1,2,AW,HERB,12.9,13.4,0.5
PT1,2,AW,QUEGRI,13.5,17.9,4.4
PT1,2,AW,BG,13.4,15.7,2.3
PT1,2,AW,astirr,16.55,16.85,0.3
PT1,2,AW,ERILAR,17.2,17.3,0.1
PT1,2,AW,ERILAR,17.7,17.9,0.2
PT1,2,AW,BG,17.3,17.7,0.4
PT1,2,AW,astlin,18,19.1,1.1
PT1,2,AW,HERB,17.9,18,0.1
PT1,2,AW,ERILAR,19.1,19.3,0.2
PT1,2,AW,RHUVIR,19.2,23.65,4.45
PT1,2,AW,OPUCHI,18.3,18.7,0.4
PT1,2,AW,astirr,23.65,23.85,0.2
PT1,2,AW,BG,23.85,25.9,2.05
PT1,2,AW,astbro,25.9,26.6,0.7
PT1,2,AW,QUEGRI,26.6,28,1.4
PT1,2,AW,ERILAR,28,28.6,0.6
PT1,2,AW,BG,28.6,29.4,0.8
PT1,2,AW,ERILAR,29.4,30,0.6
PT1,2,AW,BG,30,30.4,0.4
PT1,2,AW,HERB,30.4,31,0.6
PT1,2,AW,ERILAR,31,31.3,0.3
PT1,2,AW,BG,31.3,32.1,0.8
PT1,2,AW,RHUVIR,32.1,33.2,1.1
PT1,2,AW,BG,33.2,36.4,3.2
PT1,2,AW,astirr,36.4,36.8,0.4
PT1,2,AW,DASLEI,37.1,37.15,0.05
PT1,2,AW,BG,36.8,37.3,0.5
PT1,2,AW,ERILAR,37.3,37.6,0.3
PT1,2,AW,BG,37.6,38,0.4
PT1,2,AW,ERILAR,38,38.35,0.35
PT1,2,AW,astirr,38.35,38.7,0.35
PT1,2,AW,BG,38.7,38.8,0.1
PT1,2,AW,ERILAR,38.8,39.3,0.5
PT1,2,AW,HERB,39.3,39.8,0.5
PT1,2,AW,BG,39.8,48,8.2
PT1,2,AW,JUNDEP,42.8,46,3.2
PT1,2,AW,QUEGRI,34.4,34.6,0.2
