site,team,ttrans,transect,spcode,start,stop,dieback,notes
C1,BL,6,BL3,AGLEC,26.25,28,90,
C1,BL,6,BL3,VISTE,27.3,28.3,100,
C1,BL,6,BL3,FERUP,28.1,29.2,0,
C1,BL,6,BL3,ACGRE,29.3,30,50,
C1,BL,6,BL3,AGLEC,30.55,30.8,100,
C1,BL,6,BL3,HERB,30,30.1,,
C1,BL,6,BL3,AGLEC,31.3,31.45,100,
C1,BL,6,BL3,legmin,31.35,31.65,100,
C1,BL,6,BL3,AGLEC,31.8,31.92,100,
C1,BL,6,BL3,AGLEC,32.37,32.57,100,
C1,BL,6,BL3,VISTE,32.8,33.6,100,
C1,BL,6,BL3,ACGRE,33.6,34.85,50,
C1,BL,6,BL3,HERB,33.35,33.5,,
C1,BL,6,BL3,VISTE,35.85,36.35,100,
C1,BL,6,BL3,DALEI,36.4,37.5,95,
C1,BL,6,BL3,VISTE,38,38.54,100,
C1,BL,6,BL3,VISTE,40.2,40.6,100,
C1,BL,6,BL3,DALEI,40.8,41.65,90,
C1,BL,6,BL3,VISTE,38.9,41.4,100,
C1,BL,6,BL3,DALEI,41.7,43.3,95,
C1,BL,6,BL3,VISTE,43.5,44.1,100,
C1,BL,6,BL3,OPDUL,43.66,44.84,95,
C1,BL,6,BL3,VISTE,45.2,45.6,100,
C1,BL,6,BL3,HERB,44.8,45.02,,
C1,BL,6,BL3,HERB,46.1,46.2,,
C1,BL,6,BL3,LECAN,46.1,46.63,100,
C1,BL,6,BL3,LECAN,46.7,47.5,100,
C1,BL,6,BL3,HERB,48.03,48.18,,
C1,BL,6,BL3,VISTE,48.3,48.66,100,
C1,BL,6,BL3,sushai,48.7,49.2,100,
C1,BL,6,BL3,VISTE,49.55,50,100,
C2,DT,1,DT1,JADIO,0.1,1.15,40,
C2,DT,1,DT1,LATRI,1.2,1.8,20,
C2,DT,1,DT1,OPAZU,2,2.5,100,
C2,DT,1,DT1,HERB,3,3.8,,
C2,DT,1,DT1,JADIO,5.8,6.6,50,
C2,DT,1,DT1,HERB,6.7,7.1,,
C2,DT,1,DT1,AGLEC,7.3,7.8,60,
C2,DT,1,DT1,JADIO,8.5,8.52,50,
C2,DT,1,DT1,HERB,10,10.4,,
C2,DT,1,DT1,JADIO,12.4,13.05,50,
C2,DT,1,DT1,OPDUL,12.8,12.85,90,
C2,DT,1,DT1,LATRI,14.4,15.3,10,
C2,DT,1,DT1,HERB,15.4,16.2,,
C2,DT,1,DT1,JADIO,15.2,15.5,,
C2,DT,1,DT1,JADIO,16,16.2,50,
C2,DT,1,DT1,HERB,17.8,18.1,,
C2,DT,1,DT1,OPAZU,18.5,18.55,90,
C2,DT,1,DT1,LECAN,18.7,19.1,40,
C2,DT,1,DT1,HERB,19.3,20,,
C2,DT,1,DT1,PRGLA,20.3,22.25,5,
C2,DT,1,DT1,AGLEC,22.3,22.4,,
C2,DT,1,DT1,HERB,24,24.3,,
C2,DT,1,DT1,JADIO,26.2,27.3,,
C2,DT,1,DT1,HERB,27.6,28,,
C2,DT,1,DT1,OPAZU,28.1,28.4,,
C2,DT,1,DT1,JADIO,29.3,30.25,5,
C2,DT,1,DT1,JADIO,30.6,30.5,40,
C2,DT,1,DT1,HERB,32.4,32.8,,
C2,DT,1,DT1,fuzbal,35.7,36.2,5,
C2,DT,1,DT1,HERB,37.8,38.1,,
C2,DT,1,DT1,JADIO,38.1,39,,
C2,DT,1,DT1,HERB,40.1,41.5,,
C2,DT,1,DT1,LATRI,42,42.05,50,
C2,DT,1,DT1,HERB,45,45.2,,
C2,DT,1,DT1,LATRI,46.3,47,40,
C2,DT,1,DT1,AGLEC,47.4,48.1,100,
C2,DT,1,DT1,HERB,48.3,48.9,,
C2,DT,2,DT2,LATRI,1.9,2.8,95,
C2,DT,2,DT2,KRGRA,3.65,3.75,100,
C2,DT,2,DT2,LATRI,7.9,8,10,
C2,DT,2,DT2,LATRI,10.85,11.15,5,
C2,DT,2,DT2,LATRI,14.5,15.05,5,
C2,DT,2,DT2,LATRI,16.2,17.4,60,
C2,DT,2,DT2,AGLEC,16.6,16.7,100,
C2,DT,2,DT2,JADIO,16.75,16.76,30,
C2,DT,2,DT2,LATRI,18.6,19.4,5,
C2,DT,2,DT2,LATRI,20.05,20.2,100,
C2,DT,2,DT2,LATRI,21.3,21.95,100,
C2,DT,2,DT2,fuzbal,24.3,24.45,100,
C2,DT,2,DT2,LATRI,28.4,28.8,100,
C2,DT,2,DT2,FOSPL,31.5,32.9,,
C2,DT,2,DT2,LECAN,34.1,34.5,100,
C2,DT,2,DT2,OPLEP,34.7,35,,
C2,DT,2,DT2,JADIO,36.1,36.15,50,
C2,DT,2,DT2,HERB,37.3,37.5,,
C2,DT,2,DT2,JADIO,36.3,36.5,,
C2,DT,2,DT2,HERB,36.45,36.9,,
C2,DT,2,DT2,HERB,41.4,42,,
C2,DT,2,DT2,JADIO,41.6,42.1,5,
C2,DT,2,DT2,LECAN,41.7,42.3,,
C2,DT,2,DT2,HERB,42.9,43.8,,
C2,DT,2,DT2,JADIO,44.3,45,20,
C2,DT,2,DT2,YUTOR,45.7,46.3,,
C2,DT,2,DT2,HERB,47,47.5,,
C2,DT,2,DT2,HERB,49.6,50,,
C2,DT,3,DT3,LATRI,18.7,20.2,5,
C2,DT,3,DT3,OPAZU,21.7,22.25,90,
C2,DT,3,DT3,HERB,22.6,25.3,,
C2,DT,3,DT3,JADIO,24.2,25.4,5,
C2,DT,3,DT3,OPAZU,26.1,26.3,90,
C2,DT,3,DT3,KRGRA,26.2,26.9,100,
C2,DT,3,DT3,OPAZU,27.6,29,90,
C2,DT,3,DT3,JADIO,31.1,32.4,,
C2,DT,3,DT3,JADIO,33.6,34.8,,
C2,DT,3,DT3,HERB,35.4,35.8,,
C2,DT,3,DT3,OPAZU,35.85,36.4,,
C2,DT,3,DT3,AGLEC,36.9,37.05,100,
C2,DT,3,DT3,HERB,37.8,38.85,,
C2,DT,3,DT3,JADIO,37.9,38.7,10,
C2,DT,3,DT3,HERB,42.6,43,,
C2,DT,3,DT3,giast,43.3,44,,
C2,DT,3,DT3,AGLEC,46.3,46.9,10,
C2,DT,3,DT3,HERB,47.5,47.8,,
C2,DT,3,DT3,LECAN,47.85,47.9,100,
C2,DT,3,DT3,HERB,49.7,50,,
C2,BL,4,BL1,JADIO,0.4,0.62,100,
C2,BL,4,BL1,JADIO,1.03,2.05,90,
C2,BL,4,BL1,fuzbal,1.42,1.9,100,
C2,BL,4,BL1,HERB,2.9,3.1,,
C2,BL,4,BL1,HERB,3.1,3.14,,
C2,BL,4,BL1,HERB,3.34,3.5,,
C2,BL,4,BL1,HERB,3.78,3.9,,
C2,BL,4,BL1,HERB,6.23,6.25,,
C2,BL,4,BL1,JADIO,7.7,8.8,95,
C2,BL,4,BL1,HERB,10.55,10.61,,
C2,BL,4,BL1,LATRI,12.55,13.8,100,
C2,BL,4,BL1,JADIO,15.35,17.7,90,
C2,BL,4,BL1,JADIO,19.6,20.9,95,
C2,BL,4,BL1,JADIO,20.15,21.15,50,
C2,BL,4,BL1,HERB,22.03,22.12,,
C2,BL,4,BL1,HERB,22.62,22.68,,
C2,BL,4,BL1,fuzbal,24.4,24.82,100,
C2,BL,4,BL1,JADIO,25.4,26.15,50,
C2,BL,4,BL1,HERB,28.3,28.4,,
C2,BL,4,BL1,HERB,30.2,30.33,,
C2,BL,4,BL1,JADIO,30.73,31.15,15,
C2,BL,4,BL1,LATRI,32.75,33.55,100,
C2,BL,4,BL1,LATRI,32.75,33.55,100,
C2,BL,4,BL1,LATRI,39.2,40.15,90,
C2,BL,4,BL1,JADIO,39.2,40.6,60,
C2,BL,4,BL1,LATRI,42.8,43.6,100,
C2,BL,4,BL1,JADIO,46.46,46.63,100,
C2,BL,4,BL1,LATRI,47.9,48.7,100,
C2,BL,5,BL2,JADIO,2.25,3.36,95,
C2,BL,5,BL2,LATRI,4.46,5.33,10,
C2,BL,5,BL2,HERB,4.56,4.73,,
C2,BL,5,BL2,JADIO,6,6.38,40,
C2,BL,5,BL2,LATRI,6.5,6.88,100,
C2,BL,5,BL2,FOSPL,6.45,7.1,,
C2,BL,5,BL2,HERB,6.85,6.9,,
C2,BL,5,BL2,HERB,7.58,7.62,,
C2,BL,5,BL2,HERB,9.7,10.03,,
C2,BL,5,BL2,HERB,10.55,10.7,,
C2,BL,5,BL2,JADIO,11,11.97,90,
C2,BL,5,BL2,HERB,12,12.15,,
C2,BL,5,BL2,HERB,12.29,12.47,,
C2,BL,5,BL2,AGLEC,12.55,12.91,100,
C2,BL,5,BL2,JADIO,13.7,15.25,50,
C2,BL,5,BL2,HERB,15.2,15.33,,
C2,BL,5,BL2,HERB,19.2,19.25,,
C2,BL,5,BL2,JADIO,19.75,20.6,100,
C2,BL,5,BL2,HERB,20.95,21,,
C2,BL,5,BL2,HERB,21.46,21.52,,
C2,BL,5,BL2,HERB,22.1,22.2,,
C2,BL,5,BL2,HERB,23.25,23.35,,
C2,BL,5,BL2,LATRI,23.4,24,0,
C2,BL,5,BL2,LATRI,25.4,26.07,5,
C2,BL,5,BL2,HERB,26.28,26.33,,
C2,BL,5,BL2,HERB,26.9,27.03,,
C2,BL,5,BL2,LECAN,26.8,27.2,100,
C2,BL,5,BL2,HERB,26.95,27.03,,
C2,BL,5,BL2,OPAZU,27.85,28.3,,
C2,BL,5,BL2,HERB,28.6,28.8,,
C2,BL,5,BL2,HERB,29.13,29.2,,
C2,BL,5,BL2,HERB,29.47,29.55,,
C2,BL,5,BL2,HERB,29.7,29.85,,
C2,BL,5,BL2,HERB,30.95,31.03,,
C2,BL,5,BL2,HERB,31.45,31.52,,
C2,BL,5,BL2,HERB,32.56,32.61,,
C2,BL,5,BL2,HERB,33,33.13,,
C2,BL,5,BL2,LATRI,33.25,35.52,0,
C2,BL,5,BL2,FOSPL,33.4,34.75,,
C2,BL,5,BL2,OPAZU,33.82,35.1,,
C2,BL,5,BL2,JADIO,34.2,35.6,20,
C2,BL,5,BL2,HERB,35.05,35.37,,
C2,BL,5,BL2,HERB,35.65,35.75,,
C2,BL,5,BL2,HERB,36.24,36.4,,
C2,BL,5,BL2,HERB,36.62,36.95,,
C2,BL,5,BL2,HERB,37.65,37.73,,
C2,BL,5,BL2,HERB,38.36,38.41,,
C2,BL,5,BL2,HERB,38.9,38.96,,
C2,BL,5,BL2,HERB,40.08,40.17,,
C2,BL,5,BL2,LATRI,41.55,42.52,0,
C2,BL,5,BL2,JADIO,44.4,45.9,20,
C2,BL,5,BL2,JADIO,47.55,48.55,10,
C2,BL,5,BL2,LATRI,47.65,48.55,20,
C2,BL,5,BL2,HERB,49.23,49.3,,
C2,BL,6,BL3,LATRI,0,1.1,100,
C2,BL,6,BL3,LATRI,2.2,2.6,100,
C2,BL,6,BL3,LATRI,3.55,4.8,100,
C2,BL,6,BL3,AGLEC,3.62,3.67,100,
C2,BL,6,BL3,AGLEC,3.7,3.99,50,
C2,BL,6,BL3,AGLEC,4.35,4.65,100,
C2,BL,6,BL3,AGLEC,5,5.65,100,
C2,BL,6,BL3,OPAZU,4.75,5.8,100,
C2,BL,6,BL3,LATRI,8.55,9.65,5,
C2,BL,6,BL3,JADIO,9,9.75,20,
C2,BL,6,BL3,LATRI,9.95,10.7,0,
C2,BL,6,BL3,JADIO,10,10.65,100,
C2,BL,6,BL3,LECAN,14.7,14.9,100,
C2,BL,6,BL3,giast,15.1,16.25,100,
C2,BL,6,BL3,LATRI,17.8,18.3,0,
C2,BL,6,BL3,HERB,18.17,18.3,,
C2,BL,6,BL3,HERB,20.08,20.16,,
C2,BL,6,BL3,HERB,20.6,20.68,,
C2,BL,6,BL3,HERB,20.9,20.95,,
C2,BL,6,BL3,AGLEC,22.65,23.15,100,
C2,BL,6,BL3,HERB,24.68,24.81,,
C2,BL,6,BL3,LATRI,25.4,26.75,0,
C2,BL,6,BL3,sushai,27.03,27.08,100,
C2,BL,6,BL3,sushai,27.54,27.61,100,
C2,BL,6,BL3,LATRI,28.9,30.8,30,
C2,BL,6,BL3,JADIO,29.2,31.1,50,
C2,BL,6,BL3,vine,29.65,30.1,100,
C2,BL,6,BL3,LATRI,31.05,32.2,5,
C2,BL,6,BL3,JADIO,32.5,33.45,50,
C2,BL,6,BL3,LATRI,34.9,35.5,90,
C2,BL,6,BL3,JADIO,34.8,35.6,50,
C2,BL,6,BL3,HERB,35.6,35.64,,
C2,BL,6,BL3,AGLEC,36.16,36.83,95,
C2,BL,6,BL3,HERB,38.4,38.5,,
C2,BL,6,BL3,HERB,38.78,38.82,,
C2,BL,6,BL3,JADIO,39.09,39.84,95,
C2,BL,6,BL3,HERB,40.55,40.6,,
C2,BL,6,BL3,HERB,40.95,41.03,,
C2,BL,6,BL3,JADIO,42.8,44,80,
C2,BL,6,BL3,JADIO,43.85,44.7,80,
C2,BL,6,BL3,JADIO,46.8,47.6,80,
C2,BL,7,BL4,HERB,0.2,0.25,,
C2,BL,7,BL4,HERB,0.38,0.53,,
C2,BL,7,BL4,HERB,0.72,1.23,,
C2,BL,7,BL4,JADIO,0.8,1.5,5,
C2,BL,7,BL4,KRGRA,2.5,2.8,,
C2,BL,7,BL4,HERB,3.08,3.2,,
C2,BL,7,BL4,HERB,3.37,3.43,,
C2,BL,7,BL4,HERB,3.52,3.54,,
C2,BL,7,BL4,HERB,4.7,4.9,,
C2,BL,7,BL4,HERB,5.12,5.17,,
C2,BL,7,BL4,JADIO,5.2,5.9,5,
C2,BL,7,BL4,AGLEC,6.5,6.68,100,
C2,BL,7,BL4,HERB,7.43,7.52,,
C2,BL,7,BL4,LECAN,7.1,7.55,90,
C2,BL,7,BL4,HERB,9.1,9.37,,
C2,BL,7,BL4,JADIO,9.55,10.3,30,
C2,BL,7,BL4,GUANG,10.2,10.6,25,
C2,BL,7,BL4,HERB,11.8,11.92,,
C2,BL,7,BL4,KRGRA,12.7,14.1,10,
C2,BL,7,BL4,HERB,14.05,15.11,,
C2,BL,7,BL4,HERB,14.06,14.14,,
C2,BL,7,BL4,HERB,15.55,15.6,,
C2,BL,7,BL4,HERB,16.38,16.45,,
C2,BL,7,BL4,HERB,17,17.11,,
C2,BL,7,BL4,PRGLA,17.4,17.9,,
C2,BL,7,BL4,HERB,17.9,18,,
C2,BL,7,BL4,AGLEC,18.15,18.5,100,
C2,BL,7,BL4,AGLEC,19.35,19.5,95,
C2,BL,7,BL4,AGLEC,20.6,21,50,
C2,BL,7,BL4,vine,20.6,21.12,100,
C2,BL,7,BL4,AGLEC,20.95,21.12,90,
C2,BL,7,BL4,LECAN,21.45,22.28,100,
C2,BL,7,BL4,LATRI,22.65,24.05,90,
C2,BL,7,BL4,JADIO,22.6,24.05,,
C2,BL,7,BL4,LATRI,26.5,27.15,15,
C2,BL,7,BL4,JADIO,30.55,31.85,30,
C2,BL,7,BL4,fuzbal,30.9,31.42,100,
C2,BL,7,BL4,LATRI,34.83,35.87,10,
C2,BL,7,BL4,LATRI,36.6,37.15,10,
C2,BL,7,BL4,OPLEP,36.7,37.15,90,
C2,BL,7,BL4,JADIO,37.9,38.5,80,
C2,BL,7,BL4,LATRI,38,38.9,100,
C2,BL,7,BL4,HERB,40.3,40.37,,
C2,BL,7,BL4,HERB,40.79,40.83,,
C2,BL,7,BL4,HERB,41.75,41.8,,
C2,BL,7,BL4,HERB,42.1,42.18,,
C2,BL,7,BL4,ACNEO,42.9,43.6,40,
C2,BL,7,BL4,AGLEC,44.9,45.65,98,
C2,BL,7,BL4,JADIO,45.1,46.35,40,
C2,BL,7,BL4,AGLEC,46.2,46.3,100,
C2,BL,7,BL4,AGLEC,46.63,47.09,95,
C2,BL,7,BL4,JADIO,46.5,46.95,10,
C2,BL,7,BL4,AGLEC,47.45,47.64,100,
C2,BL,7,BL4,JADIO,48.6,48.9,100,
C2,BL,7,BL4,AGLEC,49,49.25,98,
C2,BL,7,BL4,fuzbal,48.6,49.3,100,
C2,CT,8,CT1,HERB,0,5.5,,
C2,CT,8,CT1,DALEI,6.9,7.9,100,
C2,CT,8,CT1,HERB,8.8,9,,
C2,CT,8,CT1,JADIO,9.9,10.8,70,
C2,CT,8,CT1,ACNEO,10.4,10.9,10,
C2,CT,8,CT1,HERB,12,12.3,,
C2,CT,8,CT1,JADIO,13.7,14.5,10,
C2,CT,8,CT1,AGLEC,14.3,14.7,100,
C2,CT,8,CT1,AGLEC,15.9,16.6,100,
C2,CT,8,CT1,JADIO,17.8,18.6,90,
C2,CT,8,CT1,FOSPL,20.6,21.5,,
C2,CT,8,CT1,JADIO,21.5,21.9,95,
C2,CT,8,CT1,HERB,23.6,24,,
C2,CT,8,CT1,ACNEO,28.4,30,,
C2,CT,8,CT1,JADIO,29.3,30.25,,
C2,CT,8,CT1,ACNEO,30.7,30.9,,
C2,CT,8,CT1,HERB,31.6,32.9,,
C2,CT,8,CT1,AGLEC,33.9,35.1,100,
C2,CT,8,CT1,ACNEO,35.9,36.4,,
C2,CT,8,CT1,JADIO,36.4,36.6,,
C2,CT,8,CT1,JADIO,40.8,41,100,
C2,CT,8,CT1,JADIO,43.7,44.4,90,
C2,CT,8,CT1,JADIO,46.5,47.5,,
C2,CT,8,CT1,AGLEC,46.5,47.5,99,
C2,CT,8,CT1,ECDAS,49.7,49.78,100,
C2,CT,9,CT2,AGLEC,0,0.4,98,
C2,CT,9,CT2,HERB,0.7,1.3,,
C2,CT,9,CT2,JADIO,2.3,2.4,,
C2,CT,9,CT2,HERB,3,3.5,,
C2,CT,9,CT2,AGLEC,5,5.4,100,
C2,CT,9,CT2,YUTOR,5.6,7.4,100,
C2,CT,9,CT2,JADIO,7.5,7.9,50,
C2,CT,9,CT2,HERB,12.3,13.2,,
C2,CT,9,CT2,AGLEC,13.4,13.5,90,
C2,CT,9,CT2,HERB,17,17.6,,
C2,CT,9,CT2,JADIO,18.6,19,20,
C2,CT,9,CT2,OPDUL,19.2,19.6,100,
C2,CT,9,CT2,HERB,19.6,22.3,,
C2,CT,9,CT2,AGLEC,22.7,23.1,100,
C2,CT,9,CT2,AGLEC,24.3,25.3,100,
C2,CT,9,CT2,AGLEC,26.3,26.7,100,
C2,CT,9,CT2,fuzbal,28.7,29.1,,
C2,CT,9,CT2,AGLEC,33.5,34.1,,
C2,CT,9,CT2,LECAN,37.8,37.9,80,
C2,CT,9,CT2,fuzbal,43.1,43.5,20,
C2,CT,9,CT2,JADIO,45.2,45.4,100,
C2,CT,9,CT2,AGLEC,44.9,45,100,
C2,CT,9,CT2,HERB,48,49,,
C2,CT,10,CT3,HERB,0.3,0.5,,
C2,CT,10,CT3,JADIO,3.7,3.9,100,
C2,CT,10,CT3,JADIO,6,6.8,10,
C2,CT,10,CT3,AGLEC,6.2,6.5,95,
C2,CT,10,CT3,AGLEC,9.75,9.85,100,
C2,CT,10,CT3,HERB,15,17,,
C2,CT,10,CT3,ACNEO,19.5,21.3,50,
C2,CT,10,CT3,OPDUL,22,24,45,
C2,CT,10,CT3,AGLEC,25.5,27.5,100,
C2,CT,10,CT3,AGLEC,29,30.4,100,
C2,CT,10,CT3,LECAN,30.5,31.4,,
C2,CT,10,CT3,AGLEC,32.5,33.5,100,
C2,CT,10,CT3,JADIO,33.6,34.5,58,
C2,CT,10,CT3,AGLEC,34.5,35,100,
C2,CT,10,CT3,OPDUL,37.3,38.5,50,
C2,CT,10,CT3,fuzbal,39.9,40.3,30,
C2,CT,10,CT3,AGLEC,41.1,41.65,100,
C2,CT,10,CT3,HERB,45,47,,
C2,CT,10,CT3,JADIO,47.9,48.2,95,
C2,CT,10,CT3,OPLEP,49.9,50,,
C3,DT,1,DT1,LATRI,0,2.2,100,
C3,DT,1,DT1,LATRI,10.9,11.4,50,
C3,DT,1,DT1,oppgreen,11.7,11.95,,
C3,DT,1,DT1,LATRI,12,13.4,10,
C3,DT,1,DT1,KRGRA,13.5,14,,
C3,DT,1,DT1,HERB,14,14.5,,
C3,DT,1,DT1,oppgreen,14.9,15.2,100,
C3,DT,1,DT1,HERB,15.4,15.7,,
C3,DT,1,DT1,oppgreen,16.2,16.3,100,
C3,DT,1,DT1,OPAZU,16.4,16.5,,
C3,DT,1,DT1,oppgreen,17,17.1,100,
C3,DT,1,DT1,HERB,17.1,17.9,,
C3,DT,1,DT1,oppgreen,18.7,19,100,
C3,DT,1,DT1,LATRI,19.1,20.8,40,
C3,DT,1,DT1,LATRI,24.1,24.7,100,
C3,DT,1,DT1,LATRI,26.2,27.5,100,
C3,DT,1,DT1,HERB,34.6,34.8,,
C3,DT,1,DT1,LATRI,37.9,38.4,100,
C3,DT,1,DT1,LATRI,38.8,40.1,85,
C3,DT,1,DT1,LATRI,43,44.5,100,
C3,DT,1,DT1,HERB,45.7,45.9,,
C3,DT,1,DT1,oppgreen,46.2,46.4,100,
C3,DT,1,DT1,HERB,47,50,,
C3,DT,1,DT1,LATRI,47.1,48,5,
C3,DT,1,DT1,KRGRA,49.2,50,,
C3,BL,2,BL1,LATRI,0,0.11,100,
C3,BL,2,BL1,LATRI,2.8,3.9,100,
C3,BL,2,BL1,KRGRA,3.4,3.95,100,
C3,BL,2,BL1,LATRI,7.05,7.85,100,
C3,BL,2,BL1,HERB,7.75,7.9,,
C3,BL,2,BL1,LATRI,7.75,8.65,100,
C3,BL,2,BL1,LATRI,11,11.9,100,
C3,BL,2,BL1,KRGRA,11.7,11.98,100,
C3,BL,2,BL1,LATRI,12.4,13.1,100,
C3,BL,2,BL1,KRGRA,15.35,15.55,100,
C3,BL,2,BL1,LATRI,16.25,17.75,100,
C3,BL,2,BL1,LATRI,20.85,21.9,100,
C3,BL,2,BL1,LATRI,31.2,32.3,100,
C3,BL,2,BL1,SEPIL,34.2,34.46,100,
C3,BL,2,BL1,HERB,35.4,35.42,100,
C3,BL,2,BL1,HERB,37.8,38.02,100,
C3,BL,2,BL1,HERB,38.08,38.21,,
C3,BL,2,BL1,HERB,38.45,39.01,,
C3,BL,2,BL1,HERB,40,40.32,,
C3,BL,2,BL1,LATRI,40.5,41.2,100,
C3,BL,2,BL1,KRGRA,41,41.45,100,
C3,BL,2,BL1,LATRI,41.8,43,100,
C3,BL,2,BL1,LATRI,48,49.35,100,
C3,BL,3,BL2,LATRI,0,1.75,100,
C3,BL,3,BL2,KRGRA,2.75,3.35,100,
C3,BL,3,BL2,LATRI,3.2,4.2,98,
C3,BL,3,BL2,KRGRA,5.43,5.62,100,
C3,BL,3,BL2,LATRI,6.6,7.84,100,
C3,BL,3,BL2,LATRI,11.2,12.85,100,
C3,BL,3,BL2,LATRI,12.55,13.55,100,
C3,BL,3,BL2,KRGRA,12.7,13.65,100,
C3,BL,3,BL2,LATRI,15.8,17.05,100,
C3,BL,3,BL2,LATRI,17.2,18.35,100,
C3,BL,3,BL2,LATRI,21.55,22.8,100,
C3,BL,3,BL2,HERB,24.1,24.25,100,
C3,BL,3,BL2,LATRI,25.8,27.5,100,
C3,BL,3,BL2,FOSPL,27.2,27.6,0,
C3,BL,3,BL2,LATRI,29.75,30.8,100,
C3,BL,3,BL2,LATRI,31.15,32.15,100,
C3,BL,3,BL2,LATRI,36.3,37.5,100,
C3,BL,3,BL2,LATRI,39,39.9,100,
C3,BL,3,BL2,LATRI,40.35,41.6,100,
C3,BL,3,BL2,LATRI,42.2,43.4,100,
C3,BL,3,BL2,LATRI,43.5,44.8,100,
C3,BL,3,BL2,LATRI,49.25,50,100,
C3,BL,4,BL3,LATRI,0.4,2.1,100,
C3,BL,4,BL3,HERB,3.2,3.8,,
C3,BL,4,BL3,HERB,4.7,7.75,,
C3,BL,4,BL3,LATRI,6.8,7.95,100,
C3,BL,4,BL3,LATRI,6.8,7.95,100,
C3,BL,4,BL3,KRGRA,14.9,15.7,100,
C3,BL,4,BL3,HERB,21.1,21.9,,
C3,BL,4,BL3,HERB,22.3,22.8,,
C3,BL,4,BL3,HERB,23.1,23.8,,
C3,BL,4,BL3,HERB,24.2,24.8,,
C3,BL,4,BL3,HERB,25.1,25.6,,
C3,BL,4,BL3,HERB,26,26.25,,
C3,BL,4,BL3,LATRI,25.5,26.6,100,
C3,BL,4,BL3,LATRI,26,27.4,100,
C3,BL,4,BL3,HERB,26.65,26.75,,
C3,BL,4,BL3,HERB,29,29.1,,
C3,BL,4,BL3,LATRI,33,34.3,100,
C3,BL,4,BL3,HERB,38.85,39,,
C3,BL,4,BL3,HERB,38.82,39,,
C3,BL,4,BL3,LATRI,39.5,40.5,,
C3,BL,4,BL3,FOSPL,40.4,41.5,,
C3,BL,4,BL3,SEPIL,42.8,42.95,100,
C3,BL,4,BL3,KRGRA,43.1,43.9,100,
C3,BL,4,BL3,HERB,43.6,43.9,,
C3,BL,4,BL3,HERB,45.1,45.18,,
C3,BL,4,BL3,LATRI,46.5,47.8,100,
C3,BL,4,BL3,HERB,48.15,48.35,,
C3,BL,5,BL4,LATRI,0,1.3,0,
C3,BL,5,BL4,LATRI,20.7,21.7,98,
C3,BL,5,BL4,LATRI,25,26.1,85,
C3,BL,5,BL4,HERB,30.1,30.4,,
C3,BL,5,BL4,HERB,31,31.62,,
C3,BL,5,BL4,HERB,32,35.4,,
C3,BL,5,BL4,croton,32.6,33.2,,
C3,BL,5,BL4,LATRI,33.9,35,30,
C3,BL,5,BL4,LATRI,37.5,38.6,100,
C3,BL,5,BL4,LATRI,42.1,43.25,100,
C3,BL,6,BL5,HERB,0.58,0.7,,
C3,BL,6,BL5,LATRI,2.4,4,50,
C3,BL,6,BL5,HERB,3.57,4.3,,
C3,BL,6,BL5,LATRI,7.5,9,95,
C3,BL,6,BL5,LATRI,8.9,10.2,95,
C3,BL,6,BL5,FOSPL,11,12.4,,
C3,BL,6,BL5,LATRI,14.4,14.9,100,
C3,BL,6,BL5,LATRI,28,30.7,98,
C3,BL,6,BL5,LATRI,31.95,33.3,100,
C3,BL,6,BL5,oppgreen,32,33.3,100,
C3,BL,6,BL5,OPAZU,32.7,33.4,100,
C3,BL,6,BL5,LATRI,34,34.71,100,
C3,CT,7,CT1,LATRI,0,0.6,100,
C3,CT,7,CT1,oppwoo,3.2,4,,
C3,CT,7,CT1,LATRI,26.6,27.02,100,
C3,CT,7,CT1,LATRI,32.8,33.64,100,
C3,CT,7,CT1,LATRI,38,38.6,100,
C3,CT,7,CT1,LATRI,46.5,47.5,100,
C3,CT,8,CT2,FOSPL,0,0.5,5,
C3,CT,8,CT2,LATRI,4,5,98,
C3,CT,8,CT2,LATRI,6.7,7.4,40,
C3,CT,8,CT2,KRGRA,12.9,13.5,100,
C3,CT,8,CT2,LATRI,19,20,99,
C3,CT,8,CT2,LATRI,24.1,25.6,90,
C3,CT,8,CT2,OPAZU,24.5,24.6,,
C3,CT,8,CT2,LATRI,27.9,28.9,100,
C3,CT,8,CT2,KRGRA,32.1,32.65,,
C3,CT,9,CT3,LATRI,13.4,14.4,100,
C3,CT,9,CT3,LATRI,16.2,17.2,100,
C3,CT,9,CT3,LATRI,22.5,23.2,100,
C3,CT,9,CT3,LATRI,35.6,36.5,100,
C3,CT,9,CT3,LATRI,39.3,40.7,100,
C3,CT,9,CT3,LATRI,43.6,44.2,100,
C3,CT,9,CT3,LATRI,45.7,47.3,100,
C3,CT,9,CT3,LATRI,47.8,49.1,100,
C3,CT,10,CT4,HERB,3.4,3.8,,
C3,CT,10,CT4,LATRI,13.5,14.3,100,
C3,CT,10,CT4,LATRI,16.9,17.7,100,
C3,CT,10,CT4,LATRI,38.6,39.5,100,
C3,CT,10,CT4,FOSPL,42.1,43,,juvenile
C3,CT,10,CT4,OPAZU,42.9,43.4,40,
C3,CT,10,CT4,HERB,44.9,45.1,,
C3,CT,10,CT4,LATRI,47.2,48.7,100,
C3,CT,10,CT4,oppgreen,49.2,49.7,100,
C3,CT,11,CT5,HERB,0.4,0.7,,
