site,team,ttrans,transect,spcode,start,stop,dieback,notes
C3,CT,11,CT5,KRGRA,5.2,5.5,100,
C3,CT,11,CT5,HERB,9.4,9.6,,
C3,CT,11,CT5,LATRI,13.1,14,100,
C3,CT,11,CT5,FOSPL,39.3,40.4,90,
C3,CT,11,CT5,LATRI,42.3,43.4,100,
C3,CT,11,CT5,LATRI,44.3,46.7,80,
C3,CT,11,CT5,JADIO,45.9,46.1,,
C3,CT,12,CT6,LATRI,16.8,17.6,100,
C3,CT,12,CT6,LATRI,21.7,23,100,
C3,CT,12,CT6,LATRI,28.1,29.55,100,
C3,CT,12,CT6,LATRI,29.1,29.6,100,
C3,CT,12,CT6,LATRI,41.3,42.25,100,
PT1,DT,1,DT1,HERB,0.3,0.5,,
PT1,DT,1,DT1,HERB,0.9,0.95,,
PT1,DT,1,DT1,HERB,1.7,3.5,,
PT1,DT,1,DT1,ERLAR,2.5,2.65,95,
PT1,DT,1,DT1,AGHAV,5.25,5.3,,
PT1,DT,1,DT1,HERB,6.5,6.8,,
PT1,DT,1,DT1,HERB,7.6,8.2,,
PT1,DT,1,DT1,OPCHI,7.9,8.2,,
PT1,DT,1,DT1,HERB,8.3,8.9,,
PT1,DT,1,DT1,HERB,9.8,10.15,,
PT1,DT,1,DT1,HERB,10.9,11.2,,
PT1,DT,1,DT1,HERB,11.8,12.2,,
PT1,DT,1,DT1,astlin,12.1,12.25,90,
PT1,DT,1,DT1,HERB,13.4,13.6,,
PT1,DT,1,DT1,OPCHI,13.65,13.8,,
PT1,DT,1,DT1,astlin,14,14.1,15,
PT1,DT,1,DT1,HERB,13.95,14.1,,
PT1,DT,1,DT1,HERB,16.2,16.8,,
PT1,DT,1,DT1,JUDEP,16.5,18,25,
PT1,DT,1,DT1,HERB,18.25,18.4,,
PT1,DT,1,DT1,OPCHI,18.9,18.97,,
PT1,DT,1,DT1,OPCHI,19.55,19.8,,
PT1,DT,1,DT1,HERB,19.8,20.9,,
PT1,DT,1,DT1,astlin,19.2,19.3,2,
PT1,DT,1,DT1,JUDEP,21.1,23.35,15,
PT1,DT,1,DT1,HERB,22.7,23.8,,
PT1,DT,1,DT1,HERB,24.4,25.5,,
PT1,DT,1,DT1,OPCHI,25.8,26.45,,
PT1,DT,1,DT1,JUDEP,25.2,29,15,
PT1,DT,1,DT1,HERB,26.5,29.9,,
PT1,DT,1,DT1,JUDEP,30.5,31.4,2,
PT1,DT,1,DT1,OPCHI,33.24,33.26,,
PT1,DT,1,DT1,astlin,33.6,33.72,,
PT1,DT,1,DT1,HERB,34.1,35.3,,
PT1,DT,1,DT1,ERLAR,35.4,35.95,,
PT1,DT,1,DT1,QUEMO,35.5,38.8,5,
PT1,DT,1,DT1,HERB,36.4,38,,
PT1,DT,1,DT1,ERLAR,38.2,38.65,,
PT1,DT,1,DT1,HERB,39,41,,
PT1,DT,1,DT1,HERB,42.3,45.4,,
PT1,DT,1,DT1,DALEI,47,48.25,,
PT1,DT,1,DT1,HERB,48.9,50,,
PT1,DT,2,DT2,PICEM,0,1.5,,
PT1,DT,2,DT2,HERB,0,2.4,,
PT1,DT,2,DT2,PICEM,2.6,7.9,,
PT1,DT,2,DT2,astlin,2.8,3,80,
PT1,DT,2,DT2,RHVIR,4.2,4.4,,
PT1,DT,2,DT2,QUEMO,6.3,6.4,100,Seedling
PT1,DT,2,DT2,DALEI,7.4,7.55,,
PT1,DT,2,DT2,QUGRI,7.95,12.1,5,
PT1,DT,2,DT2,astlin,9,9.1,85,
PT1,DT,2,DT2,RHTRI,9.3,9.4,,
PT1,DT,2,DT2,HERB,13.1,14.9,,
PT1,DT,2,DT2,AGHAV,14.3,14.35,,
PT1,DT,2,DT2,PICEM,15.9,19.9,,
PT1,DT,2,DT2,RHVIR,16.9,17.4,15,
PT1,DT,2,DT2,astlin,18.2,18.45,,
PT1,DT,2,DT2,OPCHI,18.1,18.14,,
PT1,DT,2,DT2,JUPIN,19.9,21.6,15,
PT1,DT,2,DT2,VISTE,20.5,20.7,25,
PT1,DT,2,DT2,DALEI,21.7,22,,
PT1,DT,2,DT2,astlin,21.6,21.7,,
PT1,DT,2,DT2,RHVIR,22.2,22.4,10,
PT1,DT,2,DT2,ERLAR,22.5,22.8,,
PT1,DT,2,DT2,HERB,22.3,22.9,,
PT1,DT,2,DT2,QUGRI,24.8,24.9,,
PT1,DT,2,DT2,QUGRI,25.6,25.7,,
PT1,DT,2,DT2,QUGRI,25.8,29.6,1,
PT1,DT,2,DT2,RHTRI,26.8,27.6,,
PT1,DT,2,DT2,HERB,31,32.1,,
PT1,DT,2,DT2,AGHAV,33.4,33.55,,
PT1,DT,2,DT2,HERB,36.3,38.1,,
PT1,DT,2,DT2,JUDEP,34.7,35,5,
PT1,DT,2,DT2,JUFLA,37.8,40.9,,
PT1,DT,2,DT2,HERB,39.3,39.7,,
PT1,DT,2,DT2,HERB,41.4,44.5,,
PT1,DT,2,DT2,PICEM,43.7,47.2,,
PT1,DT,2,DT2,PICEM,47.6,48.1,,
PT1,DT,2,DT2,HERB,45.8,49,,
PT1,BL,3,BL1,HERB,0.1,0.23,,
PT1,BL,3,BL1,HERB,1.62,1.82,,
PT1,BL,3,BL1,JUDEP,1.05,2.7,7.5,
PT1,BL,3,BL1,JUCOA,2.7,6.75,5,
PT1,BL,3,BL1,HERB,2,2.04,,
PT1,BL,3,BL1,HERB,2.36,2.44,,
PT1,BL,3,BL1,HERB,2.62,2.71,,
PT1,BL,3,BL1,HERB,4.1,4.2,,
PT1,BL,3,BL1,HERB,4.39,4.41,,
PT1,BL,3,BL1,HERB,5.05,5.11,,
PT1,BL,3,BL1,HERB,5.21,5.24,,
PT1,BL,3,BL1,HERB,5.8,5.9,,
PT1,BL,3,BL1,HERB,6.11,6.27,,
PT1,BL,3,BL1,PICEM,6.5,6.59,,SEEDLING
PT1,BL,3,BL1,HERB,6.63,6.69,,
PT1,BL,3,BL1,AGHAV,7.07,7.17,,
PT1,BL,3,BL1,HERB,7.49,7.67,,
PT1,BL,3,BL1,HERB,8.2,8.26,,
PT1,BL,3,BL1,HERB,8.6,8.73,,
PT1,BL,3,BL1,HERB,9.5,9.54,,
PT1,BL,3,BL1,JUDEP,10.5,14.5,5,
PT1,BL,3,BL1,HERB,9.95,10.05,,
PT1,BL,3,BL1,AGHAV,10.62,10.77,,
PT1,BL,3,BL1,HERB,10.82,10.95,,
PT1,BL,3,BL1,HERB,11.2,11.32,,
PT1,BL,3,BL1,HERB,13.22,13.35,,
PT1,BL,3,BL1,HERB,13.65,13.75,,
PT1,BL,3,BL1,HERB,14.26,14.35,,
PT1,BL,3,BL1,HERB,14.33,14.55,,
PT1,BL,3,BL1,HERB,15.85,15.94,,
PT1,BL,3,BL1,HERB,16.49,16.67,,
PT1,BL,3,BL1,HERB,16.94,17,,
PT1,BL,3,BL1,HERB,18.7,18.77,,
PT1,BL,3,BL1,AGHAV,19.75,20.58,,
PT1,BL,3,BL1,PICEM,21,26,0,
PT1,BL,3,BL1,HERB,22.7,22.83,,
PT1,BL,3,BL1,HERB,23.15,23.26,,
PT1,BL,3,BL1,DALEI,23.55,24.55,,
PT1,BL,3,BL1,HERB,24.69,24.76,,
PT1,BL,3,BL1,HERB,25.97,26.01,,
PT1,BL,3,BL1,HERB,26.55,26.6,,
PT1,BL,3,BL1,HERB,27.35,27.38,,
PT1,BL,3,BL1,HERB,27.64,27.74,,
PT1,BL,3,BL1,OPCHI,30.85,31.15,,MISTAKE. Check
PT1,BL,3,BL1,HERB,29.92,31,,
PT1,BL,3,BL1,HERB,3.34,30.75,,
PT1,BL,3,BL1,astlin,32.87,33.27,70,
PT1,BL,3,BL1,HERB,33.6,33.9,,
PT1,BL,3,BL1,HERB,34.17,40,,
PT1,BL,3,BL1,HERB,34.68,34.72,,
PT1,BL,3,BL1,HERB,35.7,35.18,,
PT1,BL,3,BL1,astlin,35.6,36.77,40,
PT1,BL,3,BL1,HERB,35.75,35.86,,
PT1,BL,3,BL1,astlin,36.16,36.18,,
PT1,BL,3,BL1,PICEM,35.4,37.45,0,
PT1,BL,3,BL1,HERB,36.85,37.11,,
PT1,BL,3,BL1,HERB,37.84,38.07,,
PT1,BL,3,BL1,HERB,38.42,38.55,,
PT1,BL,3,BL1,PICEM,39.15,42.05,0,
PT1,BL,3,BL1,HERB,40.41,40.57,,
PT1,BL,3,BL1,HERB,41,41.11,,
PT1,BL,3,BL1,HERB,41.9,41.99,,
PT1,BL,3,BL1,HERB,42.18,42.32,,
PT1,BL,3,BL1,HERB,42.45,42.56,,
PT1,BL,3,BL1,HERB,43.35,43.38,,
PT1,BL,3,BL1,HERB,43.72,43.79,,
PT1,BL,3,BL1,HERB,43.15,43.22,,
PT1,BL,3,BL1,OPCHI,45.1,45.2,,
PT1,BL,3,BL1,PICEM,43.65,46.05,0,
PT1,BL,3,BL1,HERB,45.2,45.36,,
PT1,BL,3,BL1,HERB,45.9,46,,
PT1,BL,3,BL1,HERB,46.2,46.25,,
PT1,BL,3,BL1,OPCHI,45.55,45.71,,
PT1,BL,3,BL1,OPCHI,46.35,46.6,,
PT1,BL,3,BL1,HERB,47.3,47.38,,
PT1,BL,3,BL1,HERB,47.8,47.9,,
PT1,BL,3,BL1,HERB,48.3,48.34,,
PT1,BL,3,BL1,HERB,48.77,48.81,,
PT1,BL,3,BL1,HERB,49.74,49.8,,
PT1,CT,4,CT1,QUGRI,0,1.2,40,
PT1,CT,4,CT1,JUFLA,1,6.15,1,
PT1,CT,4,CT1,HERB,2,4,,
PT1,CT,4,CT1,RHTRI,8.1,8.12,,
PT1,CT,4,CT1,RHTRI,8.8,9,,
PT1,CT,4,CT1,JUDEP,10.5,12,5,
PT1,CT,4,CT1,PICEM,11.5,12.35,,
PT1,CT,4,CT1,HERB,11,17,,
PT1,CT,4,CT1,ACCON,17.6,18.5,,
PT1,CT,4,CT1,PICEM,18.9,19.2,5,isolated
PT1,CT,4,CT1,OPCHI,20.7,21.2,,
PT1,CT,4,CT1,HERB,20,24,,
PT1,CT,4,CT1,JUDEP,25.6,31.5,30,
PT1,CT,4,CT1,HERB,25.6,34,,
PT1,CT,4,CT1,OPCHI,31.6,31.75,,
PT1,CT,4,CT1,RHVIR,26.5,27,1,
PT1,CT,4,CT1,RHVIR,34.85,37.21,20,
PT1,CT,4,CT1,HERB,38,43,,
PT1,CT,4,CT1,OPCHI,41.8,41.9,,
PT1,CT,4,CT1,JUDEP,42.7,46.5,30,
PT1,CT,4,CT1,HERB,42,46,,
PT1,CT,4,CT1,JUPIN,48.5,49.9,,
PT1,CT,4,CT1,HERB,49.8,50,,
PT1,CT,5,CT2,HERB,0.7,1.7,,
PT1,CT,5,CT2,OPCHI,2.5,3.25,,
PT1,CT,5,CT2,astlin,3.5,4.02,6,
PT1,CT,5,CT2,HERB,4.2,5,,
PT1,CT,5,CT2,RHTRI,6.2,6.9,2,
PT1,CT,5,CT2,HERB,7.1,7.2,,
PT1,CT,5,CT2,OPCHI,7.75,8,,
PT1,CT,5,CT2,HERB,8.4,14.2,,
PT1,CT,5,CT2,ERLAR,15.7,16.2,50,
PT1,CT,5,CT2,HERB,17,21,,
PT1,CT,5,CT2,ERLAR,25,25.6,,
PT1,CT,5,CT2,HERB,25.7,26.2,,
PT1,CT,5,CT2,ERLAR,26.2,26.75,,
PT1,CT,5,CT2,HERB,26.9,27.1,,
PT1,CT,5,CT2,astlin,28.6,29.2,,
PT1,CT,5,CT2,HERB,29.6,30,,
PT1,CT,5,CT2,PICEM,29,32.7,2,
PT1,CT,5,CT2,HERB,30.4,31.3,,
PT1,CT,5,CT2,PICEM,33.7,34.7,1,
PT1,CT,5,CT2,HERB,34.8,35,,
PT1,CT,5,CT2,PICEM,35,40,,
PT1,CT,5,CT2,RHTRI,37.4,38.4,,
PT1,CT,5,CT2,DALEI,38.5,38.9,,
PT1,CT,5,CT2,astlin,39.1,39.2,,
PT1,CT,5,CT2,HERB,40,42,,
PT1,CT,5,CT2,VISTE,41.9,42.12,,
PT1,CT,5,CT2,astlin,43.1,43.9,,
PT1,CT,5,CT2,JUDEP,42.7,46.3,45,
PT1,CT,5,CT2,astlin,44.9,45.6,,
PT1,CT,5,CT2,OPCHI,45.66,45.7,,
PT1,CT,5,CT2,astlin,46.7,47.1,,
PT1,CT,5,CT2,HERB,48,49,,
PT1,CT,5,CT2,astlin,48.3,48.8,,
PT1,CT,5,CT2,HERB,49.8,50,,
PT2,BT,1,BT1,QUGRI,0,0.65,1,
PT2,BT,1,BT1,HERB,0.04,0.07,,
PT2,BT,1,BT1,HERB,0.3,0.38,,
PT2,BT,1,BT1,HERB,0.75,0.83,,
PT2,BT,1,BT1,HERB,1.02,1.2,,
PT2,BT,1,BT1,HERB,1.35,1.53,,
PT2,BT,1,BT1,PICEM,0,2.1,,
PT2,BT,1,BT1,DALEI,3.8,5.3,,
PT2,BT,1,BT1,QUGRI,5.6,5.9,1,
PT2,BT,1,BT1,PICEM,2.7,7,,
PT2,BT,1,BT1,DALEI,5.4,6.9,,
PT2,BT,1,BT1,DALEI,6.9,7.8,,
PT2,BT,1,BT1,AGHAV,8,8.4,,
PT2,BT,1,BT1,AGHAV,8.4,8.7,,
PT2,BT,1,BT1,DALEI,8,8.9,,
PT2,BT,1,BT1,AGHAV,9,9.1,,
PT2,BT,1,BT1,AGHAV,9.12,9.34,,
PT2,BT,1,BT1,HERB,9.4,9.9,,
PT2,BT,1,BT1,HERB,10.2,10.35,,
PT2,BT,1,BT1,HERB,10.9,11.05,,
PT2,BT,1,BT1,OPCHI,10.15,10.55,,
PT2,BT,1,BT1,OPCHI,10.7,11.8,,
PT2,BT,1,BT1,DALEI,12,13,,
PT2,BT,1,BT1,PICEM,12.8,13.4,,
PT2,BT,1,BT1,HERB,13.4,13.55,,
PT2,BT,1,BT1,JUNX,15.08,15.1,,Seedling
PT2,BT,1,BT1,HERB,15.53,15.66,,
PT2,BT,1,BT1,QUEMO,14.55,16.85,,
PT2,BT,1,BT1,JUNX,17.34,17.4,15,Seedling
PT2,BT,1,BT1,QUGRA,18.85,18.9,,Seedling
PT2,BT,1,BT1,PICEM,18,20.25,,
PT2,BT,1,BT1,DALEI,18.53,18.62,,
PT2,BT,1,BT1,QUGRA,15.9,21.5,15,
PT2,BT,1,BT1,AGHAV,21.4,21.83,,
PT2,BT,1,BT1,PICEM,20.6,25.1,,
PT2,BT,1,BT1,QUGRA,22.55,23.7,10,
PT2,BT,1,BT1,SAREG,22.9,23.4,,Salvia regla
PT2,BT,1,BT1,DALEI,23.8,24.85,,
PT2,BT,1,BT1,HERB,24.85,25.18,,
PT2,BT,1,BT1,HERB,25.46,25.5,,
PT2,BT,1,BT1,HERB,25.85,26.05,,
PT2,BT,1,BT1,HERB,26.25,26.49,,
PT2,BT,1,BT1,HERB,27.7,27.75,,
PT2,BT,1,BT1,DALEI,28,28.85,,
PT2,BT,1,BT1,DALEI,28,28.85,,
PT2,BT,1,BT1,HERB,30.66,30.85,,
PT2,BT,1,BT1,HERB,31.02,31.08,,
PT2,BT,1,BT1,HERB,32.18,32.24,,
PT2,BT,1,BT1,HERB,33.45,33.55,,
PT2,BT,1,BT1,PICEM,33.2,34.85,,
PT2,BT,1,BT1,DALEI,33.6,34,,
PT2,BT,1,BT1,HERB,36.55,36.75,,
PT2,BT,1,BT1,DALEI,37,37.5,,
PT2,BT,1,BT1,PICEM,38.6,40.45,,
PT2,BT,1,BT1,PICEM,43.8,45.5,,
PT2,BT,1,BT1,QUGRA,36.95,41,1,
PT2,BT,1,BT1,HERB,42.3,42.58,,
PT2,BT,1,BT1,QUGRI,42.98,45.2,2,
PT2,BT,1,BT1,HERB,43.75,44.08,,
PT2,BT,1,BT1,HERB,44.55,44.68,,
PT2,BT,1,BT1,JUDEP,45.1,45.5,,
PT2,BT,1,BT1,HERB,44.9,45,,
PT2,BT,1,BT1,HERB,46.4,47.1,,
PT2,BT,1,BT1,QUGRI,46.6,47.35,,
PT2,BT,1,BT1,HERB,48.2,48.45,,
PT2,BT,2,BT2,HERB,0,10,,
PT2,BT,2,BT2,PICEM,0,1.75,,
PT2,BT,2,BT2,QUGRI,2.3,3.6,,
PT2,BT,2,BT2,HERB,3.05,3.15,,
PT2,BT,2,BT2,HERB,4.56,4.65,,
PT2,BT,2,BT2,HERB,4.82,4.86,,
PT2,BT,2,BT2,HERB,5.1,5.2,,
PT2,BT,2,BT2,QUGRI,4.2,5.8,,
PT2,BT,2,BT2,HERB,5.83,5.84,,
PT2,BT,2,BT2,HERB,6.57,6.57,,
PT2,BT,2,BT2,HERB,7.29,7.6,,
PT2,BT,2,BT2,HERB,8.1,8.25,,
PT2,BT,2,BT2,PICEM,4.6,8.5,,
PT2,BT,2,BT2,HERB,9.06,9.3,,
PT2,BT,2,BT2,HERB,10.45,10.47,,
PT2,BT,2,BT2,HERB,10.64,10.86,,
PT2,BT,2,BT2,HERB,11.3,11.71,,
PT2,BT,2,BT2,HERB,12.05,12.59,,
PT2,BT,2,BT2,HERB,12.88,13.07,,
PT2,BT,2,BT2,QUEMO,14.44,15.15,,
PT2,BT,2,BT2,HERB,16,16.16,,
PT2,BT,2,BT2,HERB,16.77,16.86,,
PT2,BT,2,BT2,HERB,17.18,17.28,,
PT2,BT,2,BT2,JUDEP,16.8,17,,
PT2,BT,2,BT2,JUDEP,17.85,18.3,,
PT2,BT,2,BT2,HERB,17.96,18.09,,
PT2,BT,2,BT2,HERB,18.34,18.42,,
PT2,BT,2,BT2,QUGRI,18.8,19.3,1,
PT2,BT,2,BT2,HERB,18.92,19.1,,
PT2,BT,2,BT2,HERB,19.6,19.85,,
PT2,BT,2,BT2,HERB,21.3,21.4,,
PT2,BT,2,BT2,JUDEP,20,20.8,,
PT2,BT,2,BT2,JUDEP,20.3,20.8,,Sapling
PT2,BT,2,BT2,JUDEP,21.2,22.1,1,
PT2,BT,2,BT2,QUGRI,22,23,1,
PT2,BT,2,BT2,PICEM,23.5,25.7,,
PT2,BT,2,BT2,PICEM,23.27,23.35,,Seedling
PT2,BT,2,BT2,QUEMO,23.35,23.45,,Seedling
PT2,BT,2,BT2,HERB,22.29,22.33,,
PT2,BT,2,BT2,HERB,22.98,23.02,,
PT2,BT,2,BT2,HERB,22.77,22.91,,
PT2,BT,2,BT2,HERB,23.15,23.28,,
PT2,BT,2,BT2,HERB,23.7,23.76,,
PT2,BT,2,BT2,HERB,24.2,24.14,,
PT2,BT,2,BT2,HERB,24.31,24.51,,
PT2,BT,2,BT2,HERB,24.68,25.07,,
PT2,BT,2,BT2,HERB,25.8,26.08,,
PT2,BT,2,BT2,QUGRI,24.75,28.7,1,
PT2,BT,2,BT2,QUEMO,28.2,30.1,2,
PT2,BT,2,BT2,HERB,31.6,31.78,,
PT2,BT,2,BT2,JUFLA,29.3,32.6,1,
PT2,BT,2,BT2,HERB,34.48,35.4,,
PT2,BT,2,BT2,OPCHI,37.42,37.52,,
PT2,BT,2,BT2,QUGRA,37.3,39.6,90,
PT2,BT,2,BT2,HERB,38.97,39.07,,
PT2,BT,2,BT2,HERB,39.58,39.66,,
PT2,BT,2,BT2,JUFLA,38.4,42.65,,
PT2,BT,2,BT2,QUGRA,41.6,42.75,15,
PT2,BT,2,BT2,AGHAV,46.16,56.22,,
PT2,BT,2,BT2,HERB,46.79,46.84,,
PT2,BT,2,BT2,HERB,47.19,47.25,,
PT2,BT,2,BT2,QUEMO,47.97,48,,Seedling
PT2,BT,2,BT2,HERB,48.23,48.26,,
PT2,BT,2,BT2,HERB,48.49,48.61,,
PT2,BT,2,BT2,HERB,48.73,48.8,,
PT2,BT,2,BT2,HERB,49,49.1,,
PT2,BT,2,BT2,JUDEP,46.5,48.9,,
PT2,BT,2,BT2,JUDEP,48.3,48.8,10,
PT2,BT,2,BT2,HERB,49.75,50,,
PT2,BT,2,BT2,JUDEP,48.6,50,,
PT2,CT,3,CT1,PICEM,0,1.7,1,
PT2,CT,3,CT1,HERB,0.4,0.48,,
PT2,CT,3,CT1,DALEI,0.6,1.5,,
PT2,CT,3,CT1,QUEMO,2.2,4.8,100,
PT2,CT,3,CT1,HERB,3,3.8,,
PT2,CT,3,CT1,QUGRI,4.2,5.7,1,
PT2,CT,3,CT1,PICEM,5.8,7,,
PT2,CT,3,CT1,HERB,6.1,6.9,,
PT2,CT,3,CT1,AGHAV,7.8,8.85,,
PT2,CT,3,CT1,HERB,9,9.2,,
PT2,CT,3,CT1,QUGRA,8.1,13.65,5,
PT2,CT,3,CT1,JUFLA,10.5,11.35,,
PT2,CT,3,CT1,QUEMO,13.8,14.4,,
PT2,CT,3,CT1,opplan,13.95,14.5,90,
PT2,CT,3,CT1,QUGRA,15.2,17.25,5,
PT2,CT,3,CT1,DALEI,16.45,18.1,,
PT2,CT,3,CT1,SAREG,18.13,18.27,,
PT2,CT,3,CT1,SAREG,18.25,18.46,100,
PT2,CT,3,CT1,PICEM,17.75,19.8,,
PT2,CT,3,CT1,HERB,19.5,24.8,,
PT2,CT,3,CT1,QUGRA,20.3,23.48,8,
PT2,CT,3,CT1,HERB,25.9,28.6,,
PT2,CT,3,CT1,JUDEP,28.95,29.08,,
PT2,CT,3,CT1,QUGRI,28.3,32.1,3,
PT2,CT,3,CT1,PICEM,27.8,31.4,,
PT2,CT,3,CT1,HERB,31,31.5,,
PT2,CT,3,CT1,DALEI,32.91,33.41,,
PT2,CT,3,CT1,JUDEP,33.99,34.3,10,
PT2,CT,3,CT1,QUGRI,33.55,36.71,3,
PT2,CT,3,CT1,HERB,37,38,,
PT2,CT,3,CT1,PICEM,38,42.8,,
PT2,CT,3,CT1,QUEMO,40.8,44.32,,
PT2,CT,3,CT1,OPCHI,40.4,40.49,,
PT2,CT,3,CT1,PICEM,42.1,42.2,,
PT2,CT,3,CT1,OPCHI,40.7,41.33,100,
PT2,CT,3,CT1,QUEMO,41,44.6,2,
PT2,CT,3,CT1,QUEMO,43.7,44.3,95,
PT2,CT,3,CT1,QUGRI,44.3,47.7,,
PT2,CT,3,CT1,JUDEP,46.4,46.78,,
PT2,CT,3,CT1,JUDEP,47.6,48,3,
PT2,CT,3,CT1,HERB,48,48.3,,
PT2,CT,3,CT1,QUGRA,48.2,49.4,50,
PT2,CT,3,CT1,HERB,49,49.2,,
PT2,CT,3,CT1,JUDEP,49.9,50,3,
PT2,CT,4,CT2,PICEM,0,1.8,,
PT2,CT,4,CT2,opplan,2.2,2.21,,
PT2,CT,4,CT2,JUDEP ,3,3.45,,
PT2,CT,4,CT2,HERB,2.5,2.8,,
PT2,CT,4,CT2,PICEM,2.5,5.1,,
PT2,CT,4,CT2,PICEM,4.1,5,,
PT2,CT,4,CT2,PICEM,4.5,8.5,,
PT2,CT,4,CT2,JUDEP ,6.8,7,3,
PT2,CT,4,CT2,DALEI,5.8,8,,
PT2,CT,4,CT2,QUGRI,8.7,9,3,
PT2,CT,4,CT2,HERB,8.7,9,,
PT2,CT,4,CT2,JUDEP ,11.7,12.4,1,
PT2,CT,4,CT2,QUEMO,12.7,12.8,10,
PT2,CT,4,CT2,opplan,12.45,12.55,,
PT2,CT,4,CT2,JUFLA,14.7,15,,
PT2,CT,4,CT2,HERB,15.5,15.6,,
PT2,CT,4,CT2,JUFLA,16.2,16.21,,
PT2,CT,4,CT2,QUEMO,14.4,14.6,10,
PT2,CT,4,CT2,QUGRI,17.3,22,,
PT2,CT,4,CT2,HERB,17,17.5,,
PT2,CT,4,CT2,QUGRI,21.45,24.5,,
PT2,CT,4,CT2,QUGRA,25.5,27.3,25,
PT2,CT,4,CT2,QUGRI,24.5,25.5,,
PT2,CT,4,CT2,QUGRI,27.7,29.1,2,
PT2,CT,4,CT2,QUGRA,29,33,10,
PT2,CT,4,CT2,JUFLA,31.2,32.2,8,
PT2,CT,4,CT2,PICEM,35.26,39.31,,
PT2,CT,4,CT2,HERB,39,45,,
PT2,CT,4,CT2,QUGRI,39,40.2,,
PT2,CT,4,CT2,PICEM,40,43.9,,
PT2,CT,4,CT2,JUDEP ,42.6,45.4,2,
PT2,CT,4,CT2,JUDEP ,45.7,45.85,8,
PT2,CT,4,CT2,QUGRI,45.4,48.6,2,
PT2,CT,4,CT2,PICEM,49.5,50,,
C1,CT,7,CT1,VISTE,0,1.1,100,
C1,CT,7,CT1,VISTE,1.3,2.3,100,
C1,CT,7,CT1,HERB,2.7,2.8,,
C1,CT,7,CT1,ACGRE,3,3.4,60,
C1,CT,7,CT1,HERB,4.1,4.7,,
C1,CT,7,CT1,VISTE,5.1,5.55,100,
C1,CT,7,CT1,VISTE,6.5,7.12,100,
C1,CT,7,CT1,VISTE,7.3,8.56,100,
C1,CT,7,CT1,HERB,8.9,9.4,,
C1,CT,7,CT1,AGLEC,9.4,11,80,
C1,CT,7,CT1,VISTE,9.55,9.8,100,
C1,CT,7,CT1,HERB,14.5,12.5,,
C1,CT,7,CT1,AGLEC,13.6,14.7,95,
C1,CT,7,CT1,HERB,14.3,14.5,,
C1,CT,7,CT1,HERB,15.1,15.3,,
C1,CT,7,CT1,AGLEC,15.5,16.8,100,
C1,CT,7,CT1,AGLEC,17.6,18.1,100,
C1,CT,7,CT1,legmin,17.7,17.8,100,
C1,CT,7,CT1,KOSPI,22.1,22.5,50,
C1,CT,7,CT1,HERB,24.3,29.2,,
C1,CT,7,CT1,HERB,27.8,28.3,,
C1,CT,7,CT1,VISTE,29.1,29.55,100,
C1,CT,7,CT1,OPDUL,30.5,31.6,100,
C1,CT,7,CT1,VISTE,30.4,31.7,100,
C1,CT,7,CT1,DALEI,32.3,33.4,100,
C1,CT,7,CT1,VISTE,33.3,33.7,100,
C1,CT,7,CT1,HERB,33.7,34.1,,
C1,CT,7,CT1,VISTE,34.4,34.7,100,
C1,CT,7,CT1,VISTE,35.1,38.1,100,
C1,CT,7,CT1,legmin,40.9,41.2,100,
C1,CT,7,CT1,AGLEC,41.5,41.9,100,
C1,CT,7,CT1,HERB,42.5,43.05,,
C1,CT,7,CT1,HERB,43.4,43.75,,
C1,CT,7,CT1,HERB,45,45.3,,
C1,CT,7,CT1,HERB,46,46.3,,
C1,CT,7,CT1,VISTE,46.3,47.2,,
C1,CT,7,CT1,VISTE,48.65,49.6,100,
C1,CT,7,CT1,AGLEC,49.3,49.8,100,
C1,CT,8,CT2,HERB,0.95,1.65,,
C1,CT,8,CT2,VISTE,2.5,3.35,100,
C1,CT,8,CT2,VISTE,5.1,5.8,100,
C1,CT,8,CT2,VISTE,6.1,6.4,100,
C1,CT,8,CT2,ACGRE,7.8,8.2,,
C1,CT,8,CT2,VISTE,8.2,8.8,100,
C1,CT,8,CT2,HERB,9.8,9.9,,
C1,CT,8,CT2,VISTE,10.5,11.3,100,
C1,CT,8,CT2,VISTE,12.05,12.56,100,
C1,CT,8,CT2,HERB,12.9,13.3,,
C1,CT,8,CT2,VISTE,13.8,14.3,100,
C1,CT,8,CT2,HERB,15.6,16.7,,
C1,CT,8,CT2,VISTE,17.3,18.1,100,
C1,CT,8,CT2,VISTE,19.2,19.5,100,
C1,CT,8,CT2,legmin,19.8,20.5,100,
C1,CT,8,CT2,VISTE,21.2,21.6,,
C1,CT,8,CT2,LECAN,23,23.5,100,
C1,CT,8,CT2,VISTE,24.3,24.7,100,
C1,CT,8,CT2,ACGRE,27,27.9,,
C1,CT,8,CT2,EPTOR,27.1,27.6,50,
C1,CT,8,CT2,HERB,28.2,29,,
C1,CT,8,CT2,ACGRE,29.3,30.4,10,
C1,CT,8,CT2,VISTE,30.55,31,100,
C1,CT,8,CT2,VISTE,32.5,33.1,100,
C1,CT,8,CT2,HERB,33.5,34.4,,
C1,CT,8,CT2,AGLEC,34.9,35.3,100,
C1,CT,8,CT2,AGLEC,35.6,36,100,
C1,CT,8,CT2,VISTE,36.1,37,100,
