"site","team","transect","spcode","start","stop","dieback","notes"
"BR1","MS",6,"MIMACU",13.35,14.14,,
"BR1","MS",6,"astirr",18.15,18.5,,
"BR1","MS",6,"OPUCHI",19.6,20.25,,
"BR1","MS",6,"astirr",20.62,22.31,,
"BR1","MS",6,"DASLEI",25.65,26.85,,
"BR1","MS",6,"astirr",27.77,28.7,,
"BR1","MS",6,"BG",28.7,33.3,,
"BR1","MS",6,"DALFOR",31.73,31.97,,
"BR1","MS",6,"DASLEI",33.3,34.8,,
"BR1","MS",6,"DALFOR",34.39,35.1,,
"BR1","MS",6,"BG",35.1,35.78,,
"BR1","MS",6,"ARTLUD",35.78,40.55,,
"BR1","MS",6,"RHUMIC",40.45,42.31,,
"BR1","MS",6,"MAHTRI",42.2,43.17,,
"BR1","MS",6,"BG",43.17,44.14,,
"BR1","MS",6,"DASLEI",44.14,47.55,,
"BR1","MS",6,"DALFOR",47.51,47.73,,
"BR1","MS",6,"BG",47.73,49.17,,
"BR1","MS",6,"OPUCHI",49.17,49.22,,
"BR1","MS",6,"DALFOR",49.86,50,,
"BR1","DR",7,"RHUMIC",0,1.25,,
"BR1","DR",7,"BG",1.4,2.9,,
"BR1","DR",7,"OPUCHI",2.9,3.1,,
"BR1","DR",7,"BG",3.1,4.8,,
"BR1","DR",7,"HERB",4.8,5.2,,
"BR1","DR",7,"unarmd",4.55,5.2,,
"BR1","DR",7,"BG",5.2,6.4,,
"BR1","DR",7,"HERB",6.4,8.2,,
"BR1","DR",7,"OPUCHI",7.1,7.95,,
"BR1","DR",7,"BG",8.2,8.9,,
"BR1","DR",7,"HERB",8.9,9.1,,
"BR1","DR",7,"BG",9.1,13.55,,
"BR1","DR",7,"OPUCHI",10.4,10.55,,
"BR1","DR",7,"ARTLUD",12.3,12.4,,
"BR1","DR",7,"legmin",13.55,13.7,,
"BR1","DR",7,"BG",13.7,14.6,,
"BR1","DR",7,"HERB",14.6,14.7,,
"BR1","DR",7,"BG",14.7,16.5,,
"BR1","DR",7,"HERB",16.5,16.7,,
"BR1","DR",7,"EPHTOR",17.1,17.35,,
"BR1","DR",7,"HERB",17.7,17.95,,
"BR1","DR",7,"astirr",17.95,18.3,,
"BR1","DR",7,"astirr",18.8,19.9,,
"BR1","DR",7,"EPHTOR",19.5,19.95,,
"BR1","DR",7,"HERB",17.1,22.1,,
"BR1","DR",7,"EPHTOR",21.6,21.7,,
"BR1","DR",7,"OPUCHI",21.8,22.5,,
"BR1","DR",7,"RHUMIC",22.7,24.5,,
"BR1","DR",7,"RHUVIR",22.8,24.1,,
"BR1","DR",7,"astirr",24.6,24.9,,
"BR1","DR",7,"AGAHAV",24.8,25,,
"BR1","DR",7,"BG",25,25.8,,
"BR1","DR",7,"MIMACU",25.8,26.5,,
"BR1","DR",7,"astirr",26.5,26.7,,
"BR1","DR",7,"NOLERU",26.8,28.1,,
"BR1","DR",7,"astirr",27.6,28,,
"BR1","DR",7,"MAHTRI",27.3,27.6,,
"BR1","DR",7,"astirr",28.1,28.5,,
"BR1","DR",7,"astirr",28.3,28.5,,
"BR1","DR",7,"BG",28.5,29.5,,
"BR1","DR",7,"JUNPIN",29.5,29.8,,
"BR1","DR",7,"RHUMIC",29.7,35.6,,
"BR1","DR",7,"RHUVIR",30.1,32.4,,
"BR1","DR",7,"fascic",30.95,32.2,,
"BR1","DR",7,"MAHTRI",32.15,32.4,,
"BR1","DR",7,"JUNPIN",32.6,33.5,,
"BR1","DR",7,"DIOTEX",43.6,43.8,,
"BR1","DR",7,"JUNPIN",35,38.1,,
"BR1","DR",7,"BG",38.1,39.3,,
"BR1","DR",7,"HERB",39.3,40.2,,
"BR1","DR",7,"BG",40.2,42,,
"BR1","DR",7,"DASLEI",42,43.4,,
"BR1","DR",7,"JUNPIN",43.4,44.5,,
"BR1","DR",7,"HERB",43.5,43.9,,
"BR1","DR",7,"NOLERU",44.2,45.6,,
"BR1","DR",7,"BG",45.1,46.5,,
"BR1","DR",7,"HERB",46.5,47,,
"BR1","DR",7,"EPHTOR",47,48.2,,
"BR1","DR",7,"OPUCHI",47.3,47.7,,
"BR1","DR",7,"astirr",47.5,48.3,,
"BR1","DR",7,"oppwoo",48.7,49,,
"BR1","DR",7,"BG",48.3,48.7,,
"BR1","DR",7,"HERB",49,50,,
"BR1","DR",7,"ACACON",49.6,50,,
"C1","AW",1,"BG",0,0.5,,
"C1","AW",1,"HERB",0.5,0.6,,
"C1","AW",1,"BG",0.6,1,,
"C1","AW",1,"HERB",1,1.1,,
"C1","AW",1,"BG",1.1,1.35,,
"C1","AW",1,"HERB",1.35,1.4,,
"C1","AW",1,"BG",1.4,1.7,,
"C1","AW",1,"HERB",1.7,1.8,,
"C1","AW",1,"BG",1.8,2.8,,
"C1","AW",1,"HERB",2.8,2.85,,
"C1","AW",1,"BG",2.85,3.5,,
"C1","AW",1,"thidea",3.5,4.1,,
"C1","AW",1,"BG",4.1,4.7,,
"C1","AW",1,"thidea",4.7,4.9,,
"C1","AW",1,"BG",4.9,5.3,,
"C1","AW",1,"HERB",5.3,5.4,,
"C1","AW",1,"BG",5.4,5.65,,
"C1","AW",1,"legmin",5.65,5.9,,
"C1","AW",1,"BG",5.9,7.3,,
"C1","AW",1,"HERB",7.3,7.35,,
"C1","AW",1,"BG",7.35,8,,
"C1","AW",1,"legmin",8,8.15,,
"C1","AW",1,"BG",8.15,8.25,,
"C1","AW",1,"HERB",8.25,8.3,,
"C1","AW",1,"BG",8.3,8.45,,
"C1","AW",1,"HERB",8.45,8.6,,
"C1","AW",1,"legmin",8.6,8.8,,
"C1","AW",1,"BG",8.8,9.55,,
"C1","AW",1,"legmin",9.55,9.7,,
"C1","AW",1,"BG",9.7,11.35,,
"C1","AW",1,"legmin",11.35,11.6,,
"C1","AW",1,"BG",11.6,12.7,,
"C1","AW",1,"legmin",12.7,13,,
"C1","AW",1,"BG",13,13.3,,
"C1","AW",1,"legmin",13.3,13.9,,
"C1","AW",1,"BG",13.9,14.3,,
"C1","AW",1,"AGALEC",14.3,16,,
"C1","AW",1,"astirr",15.9,16.2,,
"C1","AW",1,"BG",16.2,17.2,,
"C1","AW",1,"HERB",17.2,17.65,,
"C1","AW",1,"BG",17.65,19.15,,
"C1","AW",1,"ACAGRE",19.15,19.45,,
"C1","AW",1,"BG",19.45,19.85,,
"C1","AW",1,"ACAGRE",19.85,20.05,,
"C1","AW",1,"BG",20.05,20.9,,
"C1","AW",1,"astirr",20.9,21,,
"C1","AW",1,"BG",21,21.5,,
"C1","AW",1,"legmin",21.5,21.65,,
"C1","AW",1,"AGALEC",21.65,22.4,,
"C1","AW",1,"BG",22.4,23.7,,
"C1","AW",1,"AGALEC",23.7,23.85,,
"C1","AW",1,"BG",23.85,24.4,,
"C1","AW",1,"AGALEC",24.4,25.7,,
"C1","AW",1,"BG",25.7,27.5,,
"C1","AW",1,"HERB",27.5,27.55,,
"C1","AW",1,"legmin",27.55,28.45,,
"C1","AW",1,"BG",28.45,29.05,,
"C1","AW",1,"legmin",29.05,29.2,,
"C1","AW",1,"BG",29.2,29.35,,
"C1","AW",1,"HERB",29.35,29.4,,
"C1","AW",1,"BG",29.4,29.75,,
"C1","AW",1,"HERB",29.75,29.9,,
"C1","AW",1,"BG",29.9,30.25,,
"C1","AW",1,"legmin",30.25,30.4,,
"C1","AW",1,"BG",30.4,30.7,,
"C1","AW",1,"HERB",30.7,30.8,,
"C1","AW",1,"BG",30.8,31.5,,
"C1","AW",1,"HERB",31.5,31.55,,
"C1","AW",1,"BG",31.55,33.1,,
"C1","AW",1,"HERB",33.1,33.3,,
"C1","AW",1,"BG",33.3,34,,
"C1","AW",1,"legmin",34,34.2,,
"C1","AW",1,"BG",34.2,35.7,,
"C1","AW",1,"astirr",35.7,36,,
"C1","AW",1,"BG",36,36.4,,
"C1","AW",1,"HERB",36.4,36.5,,
"C1","AW",1,"BG",36.5,38.1,,
"C1","AW",1,"LEUCAN",38.1,38.35,,
"C1","AW",1,"astirr",38.2,38.8,,
"C1","AW",1,"BG",38.8,40.1,,
"C1","AW",1,"legmin",40.1,40.9,,
"C1","AW",1,"BG",40.9,41.7,,
"C1","AW",1,"HERB",41.7,42.1,,
"C1","AW",1,"BG",42.1,42.7,,
"C1","AW",1,"HERB",42.7,43.3,,
"C1","AW",1,"BG",43.3,44.7,,
"C1","AW",1,"HERB",44.7,45.1,,
"C1","AW",1,"BG",45.1,45.9,,
"C1","AW",1,"HERB",45.9,46.1,,
"C1","AW",1,"BG",46.1,48,,
"C1","AW",1,"HERB",48,50,,
"C1","AW",1,"ACAGRE",48.5,50,,
"C1","AW",2,"BG",0,0.35,,
"C1","AW",2,"HERB",0.35,0.4,,
"C1","AW",2,"BG",0.4,0.55,,
"C1","AW",2,"HERB",0.5,0.6,,
"C1","AW",2,"BG",0.6,2,,
"C1","AW",2,"HERB",2,2.5,,
"C1","AW",2,"BG",2.5,2.95,,
"C1","AW",2,"HERB",2.95,3.2,,
"C1","AW",2,"BG",3.2,4.2,,
"C1","AW",2,"LARTRI",4.2,5.5,,
"C1","AW",2,"BG",5.5,6.15,,
"C1","AW",2,"AGALEC",6.15,7.2,,
"C1","AW",2,"BG",7.2,8.1,,
"C1","AW",2,"HERB",8.1,8.4,,
"C1","AW",2,"BG",8.4,9.8,,
"C1","AW",2,"astirr",9.8,11,,
"C1","AW",2,"BG",11,13.5,,
"C1","AW",2,"OPUDUL",13.5,14.5,,
"C1","AW",2,"BG",14.5,15.5,,
"C1","AW",2,"HERB",15.5,15.6,,
"C1","AW",2,"BG",15.6,17.3,,
"C1","AW",2,"HERB",17.3,17.7,,
"C1","AW",2,"BG",17.7,18.2,,
"C1","AW",2,"LARTRI",18.2,18.9,,
"C1","AW",2,"HERB",18.6,19,,
"C1","AW",2,"BG",19,21.2,,
"C1","AW",2,"AGALEC",21.2,21.6,,
"C1","AW",2,"BG",21.6,23.5,,
"C1","AW",2,"AGALEC",23.5,23.6,,
"C1","AW",2,"BG",23.6,24.6,,
"C1","AW",2,"astirr",24.6,25.5,,
"C1","AW",2,"BG",25.5,27.45,,
"C1","AW",2,"HERB",27.45,27.7,,
"C1","AW",2,"BG",27.7,29.3,,
"C1","AW",2,"HERB",29.3,30.2,,
"C1","AW",2,"BG",30.2,31.3,,
"C1","AW",2,"HERB",31.3,31.4,,
"C1","AW",2,"BG",31.4,31.7,,
"C1","AW",2,"AGALEC",31.7,32,,
"C1","AW",2,"BG",32,32.4,,
"C1","AW",2,"HERB",32.4,33.6,,
"C1","AW",2,"thidea",33,33.6,,
"C1","AW",2,"BG",33.6,34.6,,
"C1","AW",2,"HERB",34.6,34.7,,
"C1","AW",2,"BG",34.7,35.5,,
"C1","AW",2,"HERB",35.5,35.6,,
"C1","AW",2,"BG",35.6,36.4,,
"C1","AW",2,"HERB",36.4,36.6,,
"C1","AW",2,"BG",36.6,38.1,,
"C1","AW",2,"HERB",38.1,38.7,,
"C1","AW",2,"AGALEC",38.7,39,,
"C1","AW",2,"HERB",38.9,39.5,,
"C1","AW",2,"AGALEC",39.2,39.3,,
"C1","AW",2,"AGALEC",39.5,39.6,,
"C1","AW",2,"BG",39.6,40.2,,
"C1","AW",2,"legmin",40.2,40.3,,
"C1","AW",2,"BG",40.3,40.7,,
"C1","AW",2,"HERB",40.7,40.8,,
"C1","AW",2,"BG",40.8,42.2,,
"C1","AW",2,"HERB",42.2,42.6,,
"C1","AW",2,"AGALEC",42.6,43.5,,
"C1","AW",2,"BG",43.5,47.1,,
"C1","AW",2,"HERB",47.1,47.2,,
"C1","AW",2,"BG",47.2,47.8,,
"C1","AW",2,"HERB",47.8,48,,
"C1","AW",2,"AGALEC",48,48.2,,
"C1","AW",2,"BG",48.2,48.8,,
