"site","team","transect","spcode","start","stop","dieback","notes"
"PT2","AD",2,"HERB",37.3,37.9,,
"PT2","AD",2,"QUEGRI",38,41.5,45,
"PT2","AD",2,"QUEEMO",43,43.05,,
"PT2","AD",2,"HERB",43.2,44.4,,
"PT2","AD",2,"PINCEM",43.5,45.8,10,
"PT2","AD",2,"OPUCHI",45.8,46,,
"PT2","AD",2,"HERB",46.6,47,,
"PT2","AD",2,"QUEGRI",47.4,49.4,20,
"PT2","AD",2,"NOLERU",48.8,49.3,,
"PT2","AD",3,"HERB",2,2.2,,
"PT2","AD",3,"opplan",3.5,3.7,,
"PT2","AD",3,"OPUCHI",3.2,3.3,,
"PT2","AD",3,"HERB",3.7,9.1,,
"PT2","AD",3,"JUNDEP",4.9,7.6,2,
"PT2","AD",3,"NOLERU",7.2,7.3,,
"PT2","AD",3,"OPUCHI",9.2,9.25,,
"PT2","AD",3,"QUEGRI",9.3,11.2,40,
"PT2","AD",3,"PINCEM",10.2,11.9,100,
"PT2","AD",3,"JUNFLA",12,13.1,,
"PT2","AD",3,"HERB",13,14.7,,
"PT2","AD",3,"JUNDEP",15.2,16.2,,
"PT2","AD",3,"PINCEM",16.6,17.55,100,
"PT2","AD",3,"JUNDEP",16.5,17.1,100,
"PT2","AD",3,"NOLERU",18.9,19.9,,
"PT2","AD",3,"JUNDEP",19.8,20.7,15,
"PT2","AD",3,"QUEEMO",22.2,23.6,25,
"PT2","AD",3,"HERB",24.1,25,,
"PT2","AD",3,"QUEEMO",24.9,27.2,90,
"PT2","AD",3,"OPUCHI",29.4,29.95,,
"PT2","AD",3,"QUEGRI",30.5,31.2,15,
"PT2","AD",3,"QUEGRI",35.3,41.9,5,
"PT2","AD",3,"QUEEMO",40.2,40.6,,
"PT2","AD",3,"JUNDEP",40.3,40.9,,
"PT2","AD",3,"HERB",40.9,42.3,,
"PT2","AD",3,"QUEEMO",43,43.1,,
"PT2","AD",3,"NOLERU",43.5,43.65,,
"PT2","AD",3,"QUEEMO",47.4,47.6,5,
"PT2","AD",3,"QUEGRI",48.1,50,,
"PT1","AD",1,"JUNDEP",0,5.1,,
"PT1","AD",1,"HERB",1.3,5.5,,
"PT1","AD",1,"OPUCHI",7.5,7.57,,
"PT1","AD",1,"HERB",8.9,16.5,,
"PT1","AD",1,"PINCEM",11.7,12.4,20,
"PT1","AD",1,"OPUCHI",13.8,13.85,,
"PT1","AD",1,"JUNDEP",14.2,21.15,10,
"PT1","AD",1,"HERB",18.5,23.2,,
"PT1","AD",1,"RHUVIR",21.4,21.75,5,
"PT1","AD",1,"OPUCHI",23.5,24,10,
"PT1","AD",1,"MIMACU",27.9,28.6,,
"PT1","AD",1,"HERB",29.2,29.8,,
"PT1","AD",1,"OPUCHI",30.2,30.85,,
"PT1","AD",1,"PINCEM",32.9,35.2,100,
"PT1","AD",1,"MIMACU",34.4,34.7,,
"PT1","AD",1,"HERB",33.2,38.5,,
"PT1","AD",1,"OPUCHI",35.9,36,,
"PT1","AD",1,"QUEEMO",36.3,36.4,45,
"PT1","AD",1,"PINCEM",36.3,38.8,100,
"PT1","AD",1,"RHUTRI",38.9,40.8,10,
"PT1","AD",1,"PINCEM",39.5,45.4,100,
"PT1","AD",1,"OPUCHI",42.1,42.5,,
"PT1","AD",1,"JUNCOA",44.7,50,5,
"PT1","AD",1,"HERB",44.5,47,,
"PT1","AD",1,"QUEEMO",47.9,49.4,15,
"PT1","AD",1,"JUNDEP",47.9,48,,
"PT1","AD",1,"RHUTRI",47.95,48,,
"PT1","AD",2,"RHUTRI",0,0.4,,
"PT1","AD",2,"HERB",3.7,5.2,,
"PT1","AD",2,"JUNFLA",4.5,5,,
"PT1","AD",2,"MIMACU",6.9,7.05,,
"PT1","AD",2,"HERB",7.9,10.4,,
"PT1","AD",2,"MIMACU",10.1,10.7,,
"PT1","AD",2,"MIMACU",12.9,13.6,10,
"PT1","AD",2,"MIMACU",11.5,12.1,90,
"PT1","AD",2,"OPUCHI",14.9,15.1,,
"PT1","AD",2,"OPUCHI",18.1,18.2,,
"PT1","AD",2,"HERB",18.6,20.5,,
"PT1","AD",2,"JUNDEP",21.4,27.2,15,
"PT1","AD",2,"RHUTRI",22.25,22.4,,
"PT1","AD",2,"AGAHAV",25.7,27.6,,
"PT1","AD",2,"HERB",27.6,28.8,,
"PT1","AD",2,"MIMACU",29.5,29.9,5,
"PT1","AD",2,"HERB",30.4,32.1,,
"PT1","AD",2,"RHUTRI",35.6,37.1,,
"PT1","AD",2,"NOLERU",35.1,35.95,,
"PT1","AD",2,"JUNDEP",33,36.6,20,
"PT1","AD",2,"AGAHAV",38.5,38.7,,
"PT1","AD",2,"JUNDEP",39,42.1,,
"PT1","AD",2,"HERB",41.2,41.8,,
"PT1","AD",2,"AGAHAV",43.1,43.75,,
"PT1","AD",2,"PINCEM",41.4,42.5,100,
"PT1","AD",2,"JUNFLA",46.9,47.7,5,
"PT1","AD",2,"AGAHAV",47.3,47.5,,
"PT1","AD",2,"JUNDEP",48.5,50,10,
"PT1","AD",2,"RHUVIR",49.4,50,5,
"PT1","AD",2,"AGAHAV",49.5,49.8,,
"PT1","AD",3,"HERB",0,1.4,,
"PT1","AD",3,"HERB",2.5,6.2,,
"PT1","AD",3,"OPUCHI",3.4,3.5,,
"PT1","AD",3,"RHUTRI",3.7,4.3,,
"PT1","AD",3,"RHUTRI",6.7,6.75,,
"PT1","AD",3,"PINCEM",5.85,11.7,3,
"PT1","AD",3,"HERB",12.5,13,,
"PT1","AD",3,"JUNDEP",12.4,15.4,1,
"PT1","AD",3,"AGAHAV",14.1,14.3,,
"PT1","AD",3,"HERB",17.2,18.6,,
"PT1","AD",3,"astlin",17.6,17.9,,
"PT1","AD",3,"astlin",18.7,18.9,,
"PT1","AD",3,"ERILAR",19.9,20.3,,
"PT1","AD",3,"PINCEM",19.3,23.2,20,
"PT1","AD",3,"HERB",22.6,24,,
"PT1","AD",3,"PINCEM",26.1,30.4,100,
"PT1","AD",3,"OPUCHI",27.6,27.7,,
"PT1","AD",3,"HERB",28.3,30.8,,
"PT1","AD",3,"OPUCHI",33.15,33.3,,
"PT1","AD",3,"JUNDEP",33.7,41.4,5,
"PT1","AD",3,"PINCEM",34.1,35.1,,
"PT1","AD",3,"HERB",35.4,35.8,,
"PT1","AD",3,"HERB",42.3,46.7,,
"PT1","AD",3,"OPUCHI",41,44.1,,
"PT1","AD",3,"NOLERU",47.4,48.2,,
"PT1","AD",3,"JUNDEP",48.1,49.4,2,
"PT1","AD",3,"HERB",49.7,50,,
"BR1","AD",1,"OPUCHI",0.6,2.2,85,
"BR1","AD",1,"PARINC",3.1,3.2,,
"BR1","AD",1,"RHUMIC",3.5,6.4,20,
"BR1","AD",1,"EPHTOR",6.4,7,30,
"BR1","AD",1,"RHUMIC",6.9,9.1,10,
"BR1","AD",1,"HERB",7.4,7.6,,
"BR1","AD",1,"MIMACU",7.7,7.8,,
"BR1","AD",1,"OPUCHI",8.2,8.9,30,
"BR1","AD",1,"DASLEI",9.7,10.4,100,
"BR1","AD",1,"HERB",10.5,11.2,,
"BR1","AD",1,"EPHTOR",11.7,13.1,,
"BR1","AD",1,"DASLEI",11.9,12.3,,
"BR1","AD",1,"MIMACU",14,14.5,40,
"BR1","AD",1,"crosho",14.9,15.3,,
"BR1","AD",1,"crosho",17.25,17.4,,
"BR1","AD",1,"HERB",18.8,19.5,,
"BR1","AD",1,"crosho",20.1,20.4,,
"BR1","AD",1,"EPHTOR",20.2,20.7,,
"BR1","AD",1,"ACACON",22.3,22.4,10,
"BR1","AD",1,"crosho",23.8,24.1,,
"BR1","AD",1,"OPUCHI",25.1,25.5,,
"BR1","AD",1,"crosho",26.1,26.4,,
"BR1","AD",1,"HERB",26.35,26.8,,
"BR1","AD",1,"PARINC",28.1,28.15,80,
"BR1","AD",1,"VIGSTE",29,30.05,5,
"BR1","AD",1,"ACACON",30.1,31,10,
"BR1","AD",1,"MAHTRI",30.3,30.7,60,
"BR1","AD",1,"ACACON",31.7,32.8,10,
"BR1","AD",1,"MIMACU",32.9,33.7,60,
"BR1","AD",1,"HERB",33.7,33.9,,
"BR1","AD",1,"unarmd",31.2,32.32,,
"BR1","AD",1,"ACACON",34.1,34.8,10,
"BR1","AD",1,"PARINC",35,35.4,30,
"BR1","AD",1,"unarmd",35.8,36.4,10,
"BR1","AD",1,"VIGSTE",36.9,38.6,2,
"BR1","AD",1,"DASLEI",38.5,39.5,,
"BR1","AD",1,"ACACON",38.7,39,,
"BR1","AD",1,"NOLERU",40.9,42.3,,
"BR1","AD",1,"OPUCHI",42.7,43.3,50,
"BR1","AD",1,"HERB",43.3,43.8,,
"BR1","AD",1,"HERB",47.4,47.9,,
"BR1","AD",1,"VIGSTE",48,48.55,,
"BR1","AD",1,"HERB",48.6,48.9,,
"BR1","AD",1,"MIMACU",48.95,49.2,50,
"BR1","AD",2,"VIGSTE",0,0.3,,
"BR1","AD",2,"HERB",0.3,0.5,,
"BR1","AD",2,"MIMACU",0.6,0.8,,
"BR1","AD",2,"ACACON",1.5,2.2,45,
"BR1","AD",2,"OPUCHI",2.1,2.7,15,
"BR1","AD",2,"ALOGRA",2.5,3.3,75,
"BR1","AD",2,"EPHTOR",2.6,2.9,,
"BR1","AD",2,"KOESPI",7.4,9.55,5,
"BR1","AD",2,"HERB",11.9,12.1,,
"BR1","AD",2,"HERB",14.2,17,,
"BR1","AD",2,"OPUCHI",15.6,15.9,,
"BR1","AD",2,"HERB",17.8,18.3,,
"BR1","AD",2,"VIGSTE",20.3,21.6,15,
"BR1","AD",2,"ACACON",20.5,21.1,10,
"BR1","AD",2,"DASLEI",22.3,22.6,,
"BR1","AD",2,"DASLEI",23.8,25,,
"BR1","AD",2,"VIGSTE",24.9,25.6,20,
"BR1","AD",2,"unarmd",25.8,26,,
"BR1","AD",2,"HERB",26.7,26.8,,
"BR1","AD",2,"JUNPIN",28.8,30.9,15,
"BR1","AD",2,"MAHTRI",30.6,31.5,10,
"BR1","AD",2,"EPHTOR",30.8,31.6,,
"BR1","AD",2,"ACACON",32.2,32.6,60,
"BR1","AD",2,"NOLERU",33.1,33.7,,
"BR1","AD",2,"MIMACU",33.1,33.2,,
"BR1","AD",2,"RHUMIC",35,37.6,20,
"BR1","AD",2,"MIMACU",32.95,39.7,30,
"BR1","AD",2,"EPHTOR",40.1,41.3,,
"BR1","AD",2,"ALOGRA",41.6,42.4,60,
"BR1","AD",2,"JUNPIN",42.2,44.9,5,
"BR1","AD",2,"DASLEI",45.3,45.7,,
"BR1","AD",2,"ACACON",45.6,48,5,
"BR1","AD",2,"FENRUP",46.2,46.7,5,
"BR1","AD",2,"MIMACU",47.9,49,25,
"BR1","AD",2,"DASLEI",48.2,48.7,,
"BR1","AD",2,"HERB",49.7,49.9,,
"BR1","AD",3,"ZIZOBT",0.6,1.2,90,
"BR1","AD",3,"OPUCHI",3.4,4.3,50,
"BR1","AD",3,"RHUMIC",3.9,4,10,
"BR1","AD",3,"JUNPIN",4.7,7.8,90,
"BR1","AD",3,"DASLEI",5.1,5.7,,
"BR1","AD",3,"RHUMIC",5.8,7,10,
"BR1","AD",3,"OPUCHI",9.2,9.8,,
"BR1","AD",3,"HERB",10.2,10.8,,
"BR1","AD",3,"MIMACU",12,12.4,5,
"BR1","AD",3,"FENRUP",12.9,15.8,50,
"BR1","AD",3,"RHUMIC",14,15.8,5,
"BR1","AD",3,"HERB",16.8,17.1,,
"BR1","AD",3,"DASLEI",18.4,19.1,100,
"BR1","AD",3,"DASLEI",19.2,20,,
"BR1","AD",3,"MIMACU",20.2,20.6,50,
"BR1","AD",3,"RHUMIC",21,21.1,,
"BR1","AD",3,"DASLEI",22.1,23.1,,
"BR1","AD",3,"MAHTRI",23.6,24.2,65,
"BR1","AD",3,"DASLEI",24,24.5,,
"BR1","AD",3,"FENRUP",24.2,25.4,1,
"BR1","AD",3,"crosho",25.6,25.9,,
"BR1","AD",3,"HERB",26.2,26.6,,
"BR1","AD",3,"DASLEI",27.5,28.9,,
"BR1","AD",3,"ACACON",29.1,29.7,10,
"BR1","AD",3,"OPUCHI",29.4,30.15,,
"BR1","AD",3,"EPHTOR",29.5,29.8,,
"BR1","AD",3,"ACACON",30.3,32,5,
"BR1","AD",3,"unarmd",30.9,31.4,,
"BR1","AD",3,"redlea",32.6,33.3,10,
"BR1","AD",3,"MAHTRI",33.9,34.6,50,
"BR1","AD",3,"HERB",33.9,34.2,,
"BR1","AD",3,"MIMACU",36,36.7,90,
"BR1","AD",3,"JUNPIN",36.8,37.6,75,
"BR1","AD",3,"DASLEI",37.3,37.6,,
"BR1","AD",3,"OPUCHI",37.2,37.4,,
"BR1","AD",3,"OPUCHI",38.4,39.1,,
"BR1","AD",3,"ACACON",39.1,39.3,5,
"BR1","AD",3,"VIGSTE",39.2,40.9,20,
"BR1","AD",3,"ACACON",40.2,40.4,40,
"BR1","AD",3,"EPHTOR",42.1,42.4,,
"BR1","AD",3,"unarmd",42.7,42.72,,
"BR1","AD",3,"HERB",45.6,46.7,,
"BR1","AD",3,"ACACON",46.7,47.4,,
"BR1","AD",3,"VIGSTE",48.4,49.1,,
"BR1","AD",3,"JUNPIN",49.8,50,90,
"C1","AD",1,"HERB",0,3.2,,
"C1","AD",1,"AGALEC",3.3,3.6,,
"C1","AD",1,"HERB",3.8,6.2,,
"C1","AD",1,"AGALEC",6.2,6.5,90,
"C1","AD",1,"HERB",6.7,7.3,,
"C1","AD",1,"VIGSTE",7,7.6,100,
"C1","AD",1,"HERB",7.7,8.9,,
"C1","AD",1,"VIGSTE",9,9.6,100,
"C1","AD",1,"HERB",9.6,10.1,,
"C1","AD",1,"HERB",10.75,11.9,,
"C1","AD",1,"AGALEC",10.9,12.5,20,
"C1","AD",1,"AGALEC",12.7,13.1,90,
"C1","AD",1,"VIGSTE",13,13.5,100,
"C1","AD",1,"HERB",12.9,14,,
"C1","AD",1,"AGALEC",14.8,15.2,40,
"C1","AD",1,"HERB",14.7,15.2,,
"C1","AD",1,"HERB",16.8,16.9,,
"C1","AD",1,"VIGSTE",18.4,19.55,100,
"C1","AD",1,"HERB",19.1,20.7,,
"C1","AD",1,"AGALEC",19.3,19.35,100,
"C1","AD",1,"HERB",23.4,24.9,,
"C1","AD",1,"VIGSTE",24,24.7,100,
"C1","AD",1,"MELLUE",24.5,24.8,,
"C1","AD",1,"VIGSTE",26.9,27.1,100,
"C1","AD",1,"BIG",28.8,29.4,100,
"C1","AD",1,"ACAGRE",31.45,33.3,5,
"C1","AD",1,"VIGSTE",31.8,32.3,10,
"C1","AD",1,"VIGSTE",33.1,33.4,100,
"C1","AD",1,"HERB",33,34.4,,
"C1","AD",1,"VIGSTE",34.5,35.3,100,
"C1","AD",1,"VIGSTE",35.6,35.9,100,
"C1","AD",1,"AGALEC",37.1,37.5,100,
"C1","AD",1,"VIGSTE",38.1,38.9,100,
"C1","AD",1,"ACAGRE",35.55,38.7,30,
"C1","AD",1,"HERB",39.4,40.8,,
"C1","AD",1,"HERB",43.3,45.4,,
"C1","AD",1,"VIGSTE",44.4,44.9,100,
"C1","AD",1,"VIGSTE",45.5,46.2,100,
"C1","AD",1,"HERB",46.9,49.2,,
"C1","AD",2,"HERB",0.7,1.2,,
"C1","AD",2,"ACAGRE",2.1,3.4,5,
"C1","AD",2,"HERB",6.8,7.3,,
"C1","AD",2,"VIGSTE",8.9,9.1,100,
"C1","AD",2,"DASLEI",10.1,11.2,,
"C1","AD",2,"DASLEI",12.75,13.3,,
"C1","AD",2,"OPOIMB",15.9,16.1,100,
"C1","AD",2,"VIGSTE",20.6,21.1,100,
"C1","AD",2,"ACAGRE",22.6,26,10,
"C1","AD",2,"MELLUE",24.3,24.6,,
"C1","AD",2,"VIGSTE",26,26.6,100,
"C1","AD",2,"AGALEC",26.3,26.5,75,
"C1","AD",2,"HERB",30.7,31.7,,
"C1","AD",2,"AGALEC",30.8,31.75,100,
"C1","AD",2,"AGALEC",33.7,34.3,100,
"C1","AD",2,"AGALEC",35.7,36,100,
"C1","AD",2,"HERB",39.7,40.3,2,
"C1","AD",2,"EPHTOR",39.7,40.3,2,
"C1","AD",2,"HERB",40.7,45,,
"C1","AD",2,"VIGSTE",40.9,41.5,100,
"C1","AD",2,"AGALEC",44.65,44.9,80,
"C1","AD",2,"OPOIMB",44.7,45.2,100,
"C1","AD",2,"OPOIMB",47.7,48.7,90,
"C1","AD",2,"HERB",49.1,49.4,,
"C1","AD",3,"HERB",0.8,2.3,,
"C1","AD",3,"VIGSTE",2.5,3.4,100,
"C1","AD",3,"HERB",5.2,5.4,,
"C1","AD",3,"HERB",7.6,7.9,,
"C1","AD",3,"ACAGRE",8.9,10.9,,
"C1","AD",3,"VIGSTE",10.1,10.8,100,
"C1","AD",3,"ACAGRE",14.9,15,50,
"C1","AD",3,"HERB",16.1,17.5,,
"C1","AD",3,"OPUAZU",19.9,20.5,100,
"C1","AD",3,"VIGSTE",21,21.5,100,
"C1","AD",3,"HERB",21.2,22.8,,
"C1","AD",3,"VIGSTE",24.9,26,100,
"C1","AD",3,"PROGLA",26.8,28.1,10,
"C1","AD",3,"VIGSTE",31.3,33.2,100,
"C1","AD",3,"VIGSTE",33.4,33.8,100,
"C1","AD",3,"ACAGRE",34.4,34.7,90,
"C1","AD",3,"VIGSTE",35,35.4,100,
"C1","AD",3,"HERB",36.9,37.8,,
"C1","AD",3,"VIGSTE",38.8,39.6,100,
"C1","AD",3,"HERB",40.4,41.2,,
"C1","AD",3,"HERB",43.1,45.7,,
"C1","AD",3,"VIGSTE",48.7,49.8,,
"C1","AD",3,"ACAGRE",49.8,50,75,
"C1","AD",3,"OPULEP",49.95,50,,
"C2","AD",1,"HERB",4.7,4.9,,
"C2","AD",1,"HERB",5.3,6.4,,
"C2","AD",1,"JATDIO",5.4,5.8,15,
"C2","AD",1,"HERB",8,8.5,,
"C2","AD",1,"AGALEC",8.2,8.5,100,
"C2","AD",1,"OPUAZU",10.5,10.9,,
"C2","AD",1,"GUAANG",10.8,11.3,20,
"C2","AD",1,"HERB",11.2,11.8,,
"C2","AD",1,"fuzbal",19.5,20,,
"C2","AD",1,"LEUCAN",20.7,21.3,75,
"C2","AD",1,"AGALEC",20.9,21.1,50,
"C2","AD",1,"JATDIO",20.6,20.8,10,
"C2","AD",1,"HERB",22.1,22.6,,
"C2","AD",1,"HERB",24,25.2,,
"C2","AD",1,"AGALEC",24,24.3,30,
"C2","AD",1,"JATDIO",24.4,25.4,5,
"C2","AD",1,"AGALEC",25.3,26,15,
"C2","AD",1,"HERB",29.9,30.6,,
"C2","AD",1,"JATDIO",31.2,32.3,5,
"C2","AD",1,"HERB",31.4,31.7,,
"C2","AD",1,"HERB",33.2,33.9,,
"C2","AD",1,"ACAGRE",30.3,33.9,10,
"C2","AD",1,"JATDIO",34.1,34.5,5,
"C2","AD",1,"AGALEC",35.1,35.4,100,
"C2","AD",1,"HERB",40,40.4,,
"C2","AD",1,"JATDIO",41.3,41.5,,
"C2","AD",1,"JATDIO",41.7,42.3,10,
"C2","AD",1,"LARTRI",42.1,43.4,10,
"C2","AD",1,"JATDIO",43.3,43.7,,
"C2","AD",1,"JATDIO",43.9,44.4,,
"C2","AD",1,"JATDIO",44.7,45.6,5,
"C2","AD",1,"LARTRI",44.7,45.2,10,
"C2","AD",1,"AGALEC",45.3,45.7,75,
"C2","AD",1,"HERB",45.6,46,,
"C2","AD",1,"VIGSTE",46.5,47.6,20,
"C2","AD",1,"JATDIO",48.3,49.2,,
"C2","AD",1,"HERB",49.3,50,,
"C2","AD",2,"HERB",0,0.8,,
"C2","AD",2,"AGALEC",0.8,3.5,85,
"C2","AD",2,"LEUCAN",3.7,4.5,,
"C2","AD",2,"AGALEC",4,4.7,50,
"C2","AD",2,"AGALEC",5.9,6.4,100,
"C2","AD",2,"HERB",5.9,6.1,,
"C2","AD",2,"JATDIO",6.9,7.4,10,
"C2","AD",2,"GUAANG",7.4,7.5,,
"C2","AD",2,"LEUCAN",7.6,8.2,10,
"C2","AD",2,"AGALEC",8.4,10.2,10,
"C2","AD",2,"AGALEC",11.4,12.6,74,
"C2","AD",2,"HERB",11.8,12.2,,
"C2","AD",2,"JATDIO",12.3,12.9,,
"C2","AD",2,"HERB",15.3,16.1,,
"C2","AD",2,"AGALEC",17.6,18.4,75,
"C2","AD",2,"HERB",18.6,18.9,,
"C2","AD",2,"AGALEC",20.2,20.6,100,
"C2","AD",2,"JATDIO",22.45,22.6,,
"C2","AD",2,"JATDIO",25.4,25.6,,
"C2","AD",2,"HERB",25.8,26.1,,
"C2","AD",2,"LEUCAN",26.35,27.6,50,
"C2","AD",2,"JATDIO",27.5,28,10,
"C2","AD",2,"HERB",28.4,28.8,,
"C2","AD",2,"JATDIO",30.6,30.8,,
"C2","AD",2,"HERB",30.7,31.2,,
"C2","AD",2,"JATDIO",32,32.1,,
"C2","AD",2,"LEUCAN",34.3,34.8,100,
"C2","AD",2,"OPUAZU",35.7,36.4,100,
"C2","AD",2,"PROGLA",36.9,37.15,2,
"C2","AD",2,"AGALEC",37.9,38.2,,
"C2","AD",2,"HERB",40.4,40.7,,
"C2","AD",2,"AGALEC",41.5,42.1,70,
"C2","AD",2,"OPULEP",42.05,42.5,,
"C2","AD",2,"JATDIO",45.4,45.6,,
"C2","AD",2,"AGALEC",46,46.5,75,
"C2","AD",2,"HERB",47.6,48.2,,
"C2","AD",2,"AGALEC",48.8,49.3,90,
"C2","AD",2,"JATDIO",49.3,49.5,,
"C2","AD",3,"HERB",0.6,1.5,,
"C2","AD",3,"AGALEC",0.7,1.3,100,
"C2","AD",3,"AGALEC",3.5,3.9,100,
"C2","AD",3,"HERB",5.5,6,,
"C2","AD",3,"AGALEC",7.85,8,100,
"C2","AD",3,"PROGLA",9.45,12.8,30,
"C2","AD",3,"JATDIO",15.3,15.8,10,
"C2","AD",3,"JATDIO",16.7,17.8,,
"C2","AD",3,"HERB",18.4,18.8,,
"C2","AD",3,"JATDIO",20.8,21.6,,
"C2","AD",3,"GUAANG",21.15,21.5,25,
"C2","AD",3,"HERB",23.3,24.5,,
"C2","AD",3,"HERB",26.1,27.1,,
"C2","AD",3,"AGALEC",28.1,28.5,100,
"C2","AD",3,"JATDIO",28.9,29,,
"C2","AD",3,"JATDIO",29.3,29.4,,
"C2","AD",3,"HERB",29.7,30.3,,
"C2","AD",3,"JATDIO",30.2,30.6,5,
"C2","AD",3,"JATDIO",31.8,32.5,,
"C2","AD",3,"DASLEI",32.5,32.8,100,
"C2","AD",3,"JEFBRE",34.5,35.9,20,
"C2","AD",3,"AGALEC",36.6,36.9,,
"C2","AD",3,"JATDIO",38.4,39.4,,
"C2","AD",3,"AGALEC",38.8,39.2,100,
"C2","AD",3,"JATDIO",40.5,40.6,,
"C2","AD",3,"AGALEC",41,41.7,95,
"C2","AD",3,"PROGLA",42.3,43,50,
"C2","AD",3,"AGALEC",42.2,42.6,10,
"C2","AD",3,"JATDIO",45.8,46.1,,
"C2","AD",3,"AGALEC",47,47.6,80,
"C2","AD",3,"HERB",47.4,48.7,,
"C2","AD",3,"JATDIO",49.7,50,,
"C2","AD",4,"HERB",0,1.8,,
"C2","AD",4,"AGALEC",1.7,2.1,100,
"C2","AD",4,"JATDIO",2.8,3.7,,
"C2","AD",4,"AGALEC",4.2,5.4,100,
"C2","AD",4,"JATDIO",4.5,5.2,5,
"C2","AD",4,"AGALEC",7.1,7.9,100,
"C2","AD",4,"HERB",7.1,7.4,,
"C2","AD",4,"AGALEC",10.8,11.1,90,
"C2","AD",4,"OPUAZU",11.4,11.9,100,
"C2","AD",4,"GUAANG",12.3,12.4,12,
"C2","AD",4,"AGALEC",11.8,12.1,10,
"C2","AD",4,"AGALEC",12.6,13.1,75,
"C2","AD",4,"AGALEC",14.7,15.1,80,
"C2","AD",4,"HERB",15.7,16,,
"C2","AD",4,"AGALEC",16.1,16.4,60,
"C2","AD",4,"HERB",17.6,18.8,,
"C2","AD",4,"HERB",20.8,22.2,,
"C2","AD",4,"HERB",23.4,25.7,,
"C2","AD",4,"AGALEC",23.4,24.7,95,
"C2","AD",4,"HERB",28.2,28.6,,
"C2","AD",4,"AGALEC",30,30.4,85,
"C2","AD",4,"JATDIO",31.8,32.4,5,
"C2","AD",4,"JATDIO",33.9,34.1,,
"C2","AD",4,"GUAANG",37.8,39.1,10,
"C2","AD",4,"JEFBRE",40.3,41.2,75,
"C2","AD",4,"GUAANG",41.4,41.8,5,
"C2","AD",4,"AGALEC",43.8,44.3,50,
"C2","AD",4,"AGALEC",45.5,46,75,
"C2","AD",4,"HERB",47,47.7,,
"C3","AD",1,"LARTRI",2.2,2.6,100,
"C3","AD",1,"LARTRI",5.5,6,100,
"C3","AD",1,"LARTRI",9.2,9.9,100,
"C3","AD",1,"OPUAZU",9.9,11.3,100,
"C3","AD",1,"FOUSPL",10.2,11.1,,
"C3","AD",1,"LARTRI",11.5,12.2,,
"C3","AD",1,"LARTRI",14.7,15.7,100,
"C3","AD",1,"OPUAZU",15.2,15.3,,
"C3","AD",1,"LARTRI",16.4,17.1,90,
"C3","AD",1,"LARTRI",17.3,17.5,100,
"C3","AD",1,"LARTRI",46.5,47.3,100,
"C3","AD",2,"KRAGRA",1.4,2.5,30,
"C3","AD",2,"ACANEO",4.8,5.7,,
"C3","AD",2,"ACANEO",8.65,9.2,10,
"C3","AD",2,"KRAGRA",10.5,10.6,40,
"C3","AD",2,"KRAGRA",12.2,12.6,15,
"C3","AD",2,"KRAGRA",16.4,17.1,55,
"C3","AD",2,"FOUSPL",21.45,21.8,,
"C3","AD",2,"LARTRI",21.5,21.9,100,
"C3","AD",2,"LARTRI",25.4,25.6,100,
"C3","AD",2,"LARTRI",31.05,31.15,100,
"C3","AD",2,"FOUSPL",31.7,33,,
"C3","AD",2,"HERB",37.5,37.9,,
"C3","AD",2,"LARTRI",43.2,45.3,35,
"C3","AD",2,"KRAGRA",47,48.4,50,
"C3","AD",2,"HERB",47.7,48.6,,
"C3","AD",2,"LARTRI",49,50,50,
"C3","AD",2,"KRAGRA",49,49.8,,
"C3","AD",3,"LARTRI",3.6,4.6,95,
"C3","AD",3,"FOUSPL",4,4.4,80,
"C3","AD",3,"KRAGRA",5.4,5.5,10,
"C3","AD",3,"HERB",11.5,11.8,,
"C3","AD",3,"LARTRI",12.1,13.5,75,
"C3","AD",3,"HERB",13.3,13.7,,
"C3","AD",3,"LARTRI",17.3,18.4,100,
"C3","AD",3,"HERB",23.9,24.5,,
"C3","AD",3,"LARTRI",32.5,33.3,100,
"C3","AD",3,"LARTRI",36.4,37,100,
"C3","AD",3,"HERB",36.8,36.9,,
"C3","AD",3,"JATDIO",37.8,38.7,5,
"C3","AD",3,"LARTRI",37.9,38.2,100,
"C3","AD",3,"LARTRI",44.7,45.2,100,
"C3","AD",3,"HERB",45.6,46,,
"C3","AD",4,"LARTRI",2.2,2.6,100,
"C3","AD",4,"LARTRI",3.9,4.3,100,
"C3","AD",4,"HERB",4,4.2,,
"C3","AD",4,"LARTRI",6.2,7.7,65,
"C3","AD",4,"HERB",8.4,9.5,,
"C3","AD",4,"HERB",11.3,11.8,,
"C3","AD",4,"LARTRI",15.5,16.9,100,
"C3","AD",4,"LARTRI",17.7,18.8,100,
"C3","AD",4,"LARTRI",20.5,21.8,100,
"C3","AD",4,"HERB",23.6,24.8,,
"C3","AD",4,"LARTRI",23.8,25.75,75,
"C3","AD",4,"HERB",29,30.2,,
"C3","AD",4,"LARTRI",29.4,31.2,100,
"C3","AD",4,"LARTRI",31.9,32.8,100,
"C3","AD",4,"HERB",39.9,41,,
"C3","AD",4,"HERB",43,43.6,,
"C3","AD",4,"FOUSPL",0.9,1,,
"C3","AD",4,"OPUAZU",1.4,1.6,,
